,pdb_id,release_date,resolution,structure_type
10218,3GZ4,2009-04-14T00:00:00Z,2.1,experimental
10219,2F9S,2006-04-18T00:00:00Z,1.401,experimental
10220,5C1O,2016-03-02T00:00:00Z,2.5,experimental
10221,1XHC,2004-11-23T00:00:00Z,2.35,experimental
10222,4USJ,2014-12-03T00:00:00Z,2.85,experimental
10223,5D58,2016-01-13T00:00:00Z,2.4,experimental
10224,2HVE,2006-09-19T00:00:00Z,2.402,experimental
10225,4KCV,2014-01-08T00:00:00Z,2.18,experimental
10226,3M4Z,2010-11-10T00:00:00Z,1.94,experimental
10227,3NV7,2011-07-13T00:00:00Z,1.75,experimental
10228,5QR2,2019-08-07T00:00:00Z,1.66,experimental
10229,4HFN,2013-01-30T00:00:00Z,2.1,experimental
10230,3UY8,2012-06-06T00:00:00Z,2.41,experimental
10231,6L2G,2020-02-12T00:00:00Z,2.41,experimental
10232,4FWI,2013-01-30T00:00:00Z,2.892,experimental
10233,6PQZ,2020-02-26T00:00:00Z,2.23,experimental
10234,2BJB,2006-03-09T00:00:00Z,1.8,experimental
10235,5QHH,2019-03-27T00:00:00Z,1.52,experimental
10236,1A0C,1998-06-03T00:00:00Z,2.5,experimental
10237,1S4M,2004-10-19T00:00:00Z,2.1,experimental
10238,2PA0,2007-10-02T00:00:00Z,2.3,experimental
10239,5K15,2017-05-24T00:00:00Z,1.55,experimental
10240,6LS5,2020-05-27T00:00:00Z,2.031,experimental
10241,5TEN,2017-10-18T00:00:00Z,2.45,experimental
10242,2DEJ,2007-05-01T00:00:00Z,1.5,experimental
10243,4N1Z,2014-12-10T00:00:00Z,2.35,experimental
10244,3ENL,1992-04-15T00:00:00Z,2.25,experimental
10245,2ZTV,2009-08-25T00:00:00Z,1.95,experimental
10246,2EZ4,2006-04-25T00:00:00Z,2.03,experimental
10247,2BTM,1999-01-13T00:00:00Z,2.4,experimental
10248,6K5J,2019-09-25T00:00:00Z,1.903,experimental
10249,7VDY,2021-12-15T00:00:00Z,2.12,experimental
10250,8I2D,2023-04-19T00:00:00Z,1.31,experimental
10251,5B4U,2016-08-17T00:00:00Z,1.45,experimental
10252,6R7R,2019-04-17T00:00:00Z,2.8,experimental
10253,5EUC,2016-03-30T00:00:00Z,2.65,experimental
10254,2C5A,2005-11-14T00:00:00Z,1.4,experimental
10255,7YX3,2022-08-10T00:00:00Z,4.0,experimental
10256,3G1H,2009-06-23T00:00:00Z,2.3,experimental
10257,5FAC,2016-12-21T00:00:00Z,2.8,experimental
10258,6REA,2019-07-03T00:00:00Z,3.6,experimental
10259,4NFX,2014-05-14T00:00:00Z,2.69,experimental
10260,4CBQ,2014-11-05T00:00:00Z,1.94,experimental
10261,1ZJB,2006-10-17T00:00:00Z,1.8,experimental
10262,1XTB,2005-03-22T00:00:00Z,2.0,experimental
10263,3TK8,2011-10-12T00:00:00Z,1.8,experimental
10264,3AGD,2011-04-13T00:00:00Z,2.2,experimental
10265,5A9V,2015-09-02T00:00:00Z,3.31,experimental
10266,4ZRF,2015-05-27T00:00:00Z,1.86,experimental
10267,4A2R,2012-11-07T00:00:00Z,1.302,experimental
10268,2E1D,2007-11-13T00:00:00Z,2.0,experimental
10269,1KKL,2002-08-28T00:00:00Z,2.8,experimental
10270,1VLJ,2004-08-17T00:00:00Z,1.78,experimental
10271,4LZH,2013-08-21T00:00:00Z,1.9,experimental
10272,6ZHT,2022-01-12T00:00:00Z,2.3,experimental
10273,6SE9,2019-09-11T00:00:00Z,1.965,experimental
10274,3EUE,2009-03-31T00:00:00Z,2.3,experimental
10275,2CY8,2006-09-26T00:00:00Z,2.3,experimental
10276,3GHS,2009-03-24T00:00:00Z,1.0,experimental
10277,6H5G,2019-07-24T00:00:00Z,1.04,experimental
10278,3KVO,2010-03-09T00:00:00Z,2.25,experimental
10279,3WKC,2014-04-16T00:00:00Z,2.2,experimental
10280,1T25,2004-05-11T00:00:00Z,1.9,experimental
10281,6HXB,2019-02-27T00:00:00Z,4.0,experimental
10282,1U2G,2005-01-25T00:00:00Z,2.2,experimental
10283,1TUO,2005-08-09T00:00:00Z,1.7,experimental
10284,4QEL,2015-05-20T00:00:00Z,1.432,experimental
10285,6QA9,2019-08-21T00:00:00Z,4.1,experimental
10286,6B8C,2019-01-16T00:00:00Z,2.403,experimental
10287,4DGT,2012-02-08T00:00:00Z,1.55,experimental
10288,6K13,2019-10-16T00:00:00Z,1.89,experimental
10289,6TPM,2020-11-25T00:00:00Z,1.72,experimental
10290,5UOG,2017-02-22T00:00:00Z,2.4,experimental
10291,4B0C,2012-11-28T00:00:00Z,2.7,experimental
10292,1RPX,1999-04-07T00:00:00Z,2.3,experimental
10293,7KNG,2021-04-07T00:00:00Z,2.1,experimental
10294,6XP2,2020-11-04T00:00:00Z,2.3,experimental
10295,7CED,2021-06-30T00:00:00Z,1.9,experimental
10296,3TKS,2011-10-05T00:00:00Z,2.4,experimental
10297,3CO8,2008-04-08T00:00:00Z,1.7,experimental
10298,6I06,2019-06-12T00:00:00Z,2.0,experimental
10299,5GNX,2017-04-12T00:00:00Z,1.8,experimental
10300,3BBB,2008-09-23T00:00:00Z,1.3,experimental
10301,7W7T,2022-12-14T00:00:00Z,3.4,experimental
10302,1VGW,2003-11-25T00:00:00Z,2.35,experimental
10303,1RZY,2004-03-09T00:00:00Z,1.8,experimental
10304,1R37,2004-02-10T00:00:00Z,2.3,experimental
10305,6SBQ,2020-03-25T00:00:00Z,1.33,experimental
10306,1U02,2004-07-20T00:00:00Z,1.92,experimental
10307,4O23,2014-01-15T00:00:00Z,2.09,experimental
10308,5Z62,2019-02-27T00:00:00Z,3.6,experimental
10309,6HCV,2019-04-03T00:00:00Z,2.2,experimental
10310,1EFL,2000-03-08T00:00:00Z,2.6,experimental
10311,3VIP,2012-07-04T00:00:00Z,1.28,experimental
10312,1W5P,2005-01-19T00:00:00Z,1.55,experimental
10313,5XI9,2018-05-16T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
10314,6R62,2019-05-29T00:00:00Z,1.55,experimental
10315,5ZYC,2018-11-28T00:00:00Z,1.75,experimental
10316,3NGL,2011-04-20T00:00:00Z,2.4,experimental
10317,3SE6,2011-12-21T00:00:00Z,3.08,experimental
10318,5XDS,2018-04-04T00:00:00Z,1.75,experimental
10319,1C1D,2000-08-30T00:00:00Z,1.25,experimental
10320,4LWL,2014-06-11T00:00:00Z,1.6,experimental
10321,1EP3,2001-01-17T00:00:00Z,2.1,experimental
10322,2EHT,2007-09-11T00:00:00Z,1.4,experimental
10323,1XQ9,2004-12-21T00:00:00Z,2.58,experimental
10324,1MRA,1996-08-01T00:00:00Z,2.1,experimental
10325,3SDW,2011-06-22T00:00:00Z,1.8,experimental
10326,4EF1,2012-04-25T00:00:00Z,1.9,experimental
10327,3NRA,2010-08-04T00:00:00Z,2.15,experimental
10328,3VLK,2012-12-05T00:00:00Z,2.0,experimental
10329,4E3X,2012-07-25T00:00:00Z,1.24,experimental
10330,5JDY,2016-05-04T00:00:00Z,1.77,experimental
10331,2E6E,2007-08-28T00:00:00Z,2.5,experimental
10332,4Y2W,2015-09-23T00:00:00Z,2.7,experimental
10333,7ETG,2021-11-03T00:00:00Z,1.9,experimental
10334,3MS7,2011-01-05T00:00:00Z,1.95,experimental
10335,1BGN,1998-08-12T00:00:00Z,2.0,experimental
10336,1J9K,2001-09-12T00:00:00Z,2.1,experimental
10337,4MCM,2014-08-27T00:00:00Z,2.2,experimental
10338,4MCO,2013-09-04T00:00:00Z,1.6,experimental
10339,1L3N,2002-05-08T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
10340,4YYF,2015-04-08T00:00:00Z,1.92,experimental
10341,2GGJ,2006-04-11T00:00:00Z,2.5,experimental
10342,3JSA,2009-09-22T00:00:00Z,1.95,experimental
10343,5LQ8,2017-12-06T00:00:00Z,1.52,experimental
10344,6ABX,2019-03-13T00:00:00Z,1.7,experimental
10345,3SN2,2011-11-23T00:00:00Z,2.99,experimental
10346,1GC8,2000-09-27T00:00:00Z,2.5,experimental
10347,3FS2,2009-01-20T00:00:00Z,1.85,experimental
10348,2X87,2010-09-22T00:00:00Z,2.0,experimental
10349,5Z82,2018-07-25T00:00:00Z,1.694,experimental
10350,3HUL,2009-07-14T00:00:00Z,2.19,experimental
10351,5EHF,2015-12-23T00:00:00Z,1.75,experimental
10352,6ZUJ,2021-03-03T00:00:00Z,1.8,experimental
10353,4YRZ,2016-03-23T00:00:00Z,2.571,experimental
10354,4DPG,2013-02-13T00:00:00Z,2.844,experimental
10355,6D1O,2018-08-15T00:00:00Z,2.7,experimental
10356,6E08,2018-07-25T00:00:00Z,1.9,experimental
10357,7ZZ6,2022-12-28T00:00:00Z,2.15,experimental
10358,1QKB,1999-09-09T00:00:00Z,1.8,experimental
10359,6FKO,2019-06-26T00:00:00Z,2.1,experimental
10360,5OJZ,2018-08-29T00:00:00Z,1.3,experimental
10361,1PN0,2003-09-23T00:00:00Z,1.7,experimental
10362,7XBU,2023-03-01T00:00:00Z,2.35,experimental
10363,6RGD,2020-02-19T00:00:00Z,2.3,experimental
10364,3TQ0,2012-05-16T00:00:00Z,1.9,experimental
10365,7YJP,2023-02-01T00:00:00Z,1.88,experimental
10366,1NDH,1995-02-14T00:00:00Z,2.1,experimental
10367,4RX0,2015-07-29T00:00:00Z,2.25,experimental
10368,4KQS,2014-04-30T00:00:00Z,1.97,experimental
10369,6L19,2019-10-16T00:00:00Z,2.13,experimental
10370,4K2X,2013-05-15T00:00:00Z,2.55,experimental
10371,5CM6,2015-07-29T00:00:00Z,1.83,experimental
10372,2CFK,2007-05-01T00:00:00Z,1.8,experimental
10373,1AEK,1997-09-04T00:00:00Z,2.1,experimental
10374,6NWN,2020-02-12T00:00:00Z,2.005,experimental
10375,2I6Y,2007-06-19T00:00:00Z,2.5,experimental
10376,4CQD,2015-03-04T00:00:00Z,2.25,experimental
10377,1B73,1999-01-28T00:00:00Z,2.3,experimental
10378,3MEQ,2010-04-28T00:00:00Z,2.0,experimental
10379,5HN4,2016-12-07T00:00:00Z,2.64,experimental
10380,4Y7J,2015-08-26T00:00:00Z,4.1,experimental
10381,4BFW,2013-05-15T00:00:00Z,2.27,experimental
10382,5CEE,2016-10-05T00:00:00Z,2.498,experimental
10383,4WEO,2014-09-24T00:00:00Z,1.85,experimental
10384,3OZH,2010-10-20T00:00:00Z,1.907,experimental
10385,2E93,2007-06-12T00:00:00Z,2.12,experimental
10386,4JF1,2014-03-26T00:00:00Z,1.28,experimental
10387,3R64,2011-04-06T00:00:00Z,2.57,experimental
10388,7CC3,2021-04-28T00:00:00Z,1.72,experimental
10389,5MHW,2017-05-10T00:00:00Z,1.35,experimental
10390,3BCV,2007-11-27T00:00:00Z,2.35,experimental
10391,4YO7,2015-03-25T00:00:00Z,1.7,experimental
10392,2IX4,2007-02-06T00:00:00Z,1.95,experimental
10393,7NF3,2021-08-04T00:00:00Z,1.1,experimental
10394,6AU9,2018-09-05T00:00:00Z,2.1,experimental
10395,8DCL,2022-06-29T00:00:00Z,1.55,experimental
10396,1KFC,2003-01-07T00:00:00Z,1.5,experimental
10397,2ZZX,2009-08-11T00:00:00Z,1.75,experimental
10398,5L6U,2017-04-19T00:00:00Z,1.6,experimental
10399,1EAC,1993-10-31T00:00:00Z,2.6,experimental
10400,7V4K,2022-05-18T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
10401,5TOT,2017-03-01T00:00:00Z,1.4,experimental
10402,6FCQ,2018-04-18T00:00:00Z,3.1,experimental
10403,4HI2,2013-09-25T00:00:00Z,3.1,experimental
10404,3HYO,2009-06-30T00:00:00Z,1.85,experimental
10405,3NQG,2011-05-11T00:00:00Z,1.421,experimental
10406,5AKX,2015-05-13T00:00:00Z,2.09,experimental
10407,6GK9,2019-02-27T00:00:00Z,2.54,experimental
10408,5IBX,2016-03-09T00:00:00Z,1.65,experimental
10409,5HN5,2016-12-07T00:00:00Z,2.55,experimental
10410,4H73,2013-10-02T00:00:00Z,2.4,experimental
10411,5MCP,2017-06-14T00:00:00Z,2.4,experimental
10412,4UFZ,2015-10-28T00:00:00Z,2.33,experimental
10413,4OKN,2014-12-03T00:00:00Z,2.1,experimental
10414,6YR4,2021-01-13T00:00:00Z,1.85,experimental
10415,3OZB,2011-08-10T00:00:00Z,2.8,experimental
10416,2EZ2,2006-07-25T00:00:00Z,1.85,experimental
10417,7N2T,2022-07-06T00:00:00Z,1.55,experimental
10418,2D5C,2006-05-01T00:00:00Z,1.65,experimental
10419,6HHV,2019-12-18T00:00:00Z,2.18,experimental
10420,1G4T,2001-09-26T00:00:00Z,1.55,experimental
10421,3GFS,2009-09-22T00:00:00Z,2.105,experimental
10422,4S3B,2015-04-29T00:00:00Z,1.8,experimental
10423,6ACQ,2018-11-07T00:00:00Z,2.5,experimental
10424,3PVQ,2011-02-02T00:00:00Z,2.1,experimental
10425,6Y91,2021-03-31T00:00:00Z,2.5,experimental
10426,5ALW,2015-05-13T00:00:00Z,2.2,experimental
10427,5YV5,2018-07-18T00:00:00Z,2.1,experimental
10428,7LIW,2021-05-19T00:00:00Z,2.85,experimental
10429,1XKH,2005-03-15T00:00:00Z,3.6,experimental
10430,2OQT,2007-03-06T00:00:00Z,2.41,experimental
10431,1MNG,1994-10-15T00:00:00Z,1.8,experimental
10432,5K55,2017-06-07T00:00:00Z,1.977,experimental
10433,2YAO,2012-02-29T00:00:00Z,1.8,experimental
10434,7NL1,2022-03-02T00:00:00Z,2.331,experimental
10435,4E3J,2012-09-26T00:00:00Z,1.7999,experimental
10436,2UUV,2007-06-26T00:00:00Z,1.99,experimental
10437,2ZDQ,2008-05-27T00:00:00Z,2.3,experimental
10438,6UY4,2020-05-27T00:00:00Z,2.796,experimental
10439,1QLJ,2000-01-02T00:00:00Z,2.8,experimental
10440,6Z89,2020-12-09T00:00:00Z,2.366,experimental
10441,7WYW,2022-04-27T00:00:00Z,3.8,experimental
10442,5VK4,2017-05-10T00:00:00Z,2.65,experimental
10443,4NS3,2015-01-14T00:00:00Z,2.38,experimental
10444,3UMM,2012-06-06T00:00:00Z,3.2,experimental
10445,2PT9,2008-04-01T00:00:00Z,2.2,experimental
10446,5IZ3,2016-06-08T00:00:00Z,1.3,experimental
10447,1O7X,2002-12-12T00:00:00Z,2.7,experimental
10448,3S6H,2012-04-25T00:00:00Z,3.102,experimental
10449,1JF6,2002-05-22T00:00:00Z,3.2,experimental
10450,4LNH,2013-07-24T00:00:00Z,2.3,experimental
10451,1T6D,2004-08-03T00:00:00Z,2.15,experimental
10452,2W40,2008-12-02T00:00:00Z,1.49,experimental
10453,6TR8,2020-02-05T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
10454,6SIX,2020-01-15T00:00:00Z,1.88,experimental
10455,6U1H,2020-05-06T00:00:00Z,2.2,experimental
10456,1BD0,1998-10-14T00:00:00Z,1.6,experimental
10457,3WR7,2015-09-02T00:00:00Z,2.5,experimental
10458,7Z6M,2022-08-10T00:00:00Z,2.51,experimental
10459,1M4S,2002-11-29T00:00:00Z,1.87,experimental
10460,5AQP,2016-10-05T00:00:00Z,2.08,experimental
10461,7YWK,2022-09-21T00:00:00Z,1.39,experimental
10462,7N78,2021-11-10T00:00:00Z,3.0,experimental
10463,2RM6,2008-07-29T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
10464,3GHU,2009-03-24T00:00:00Z,1.2,experimental
10465,6YAN,2020-04-08T00:00:00Z,3.48,experimental
10466,4HOC,2013-10-23T00:00:00Z,2.2,experimental
10467,3BK7,2007-12-25T00:00:00Z,2.8,experimental
10468,7T30,2022-03-16T00:00:00Z,3.0,experimental
10469,7W4K,2023-01-25T00:00:00Z,3.2,experimental
10470,3JWC,2010-09-29T00:00:00Z,2.57,experimental
10471,6C8P,2018-09-05T00:00:00Z,1.635,experimental
10472,2PWF,2007-06-26T00:00:00Z,1.8,experimental
10473,1M0S,2002-09-04T00:00:00Z,1.9,experimental
10474,4MU4,2014-09-24T00:00:00Z,1.41,experimental
10475,3ST8,2012-08-08T00:00:00Z,1.98,experimental
10476,6UO8,2020-06-10T00:00:00Z,3.63,experimental
10477,7KPC,2021-11-17T00:00:00Z,1.76,experimental
10478,1FTF,2001-09-12T00:00:00Z,2.05,experimental
10479,7Z28,2022-07-27T00:00:00Z,1.55,experimental
10480,1M7Y,2002-12-23T00:00:00Z,1.6,experimental
10481,4JXK,2013-04-17T00:00:00Z,2.0,experimental
10482,1ELS,1994-07-31T00:00:00Z,2.4,experimental
10483,2V0K,2008-01-15T00:00:00Z,2.3,experimental
10484,4OXN,2014-04-30T00:00:00Z,2.2926,experimental
10485,4MFI,2014-07-23T00:00:00Z,1.5,experimental
10486,2VGS,2007-12-04T00:00:00Z,2.0,experimental
10487,6QA7,2019-06-26T00:00:00Z,2.36,experimental
10488,1BX9,1998-10-21T00:00:00Z,2.6,experimental
10489,4PFU,2014-09-17T00:00:00Z,2.049,experimental
10490,1J6X,2001-06-08T00:00:00Z,2.38,experimental
10491,4R7J,2014-09-17T00:00:00Z,2.1172,experimental
10492,6T2T,2020-01-29T00:00:00Z,1.3,experimental
10493,8HMS,2023-01-11T00:00:00Z,2.1,experimental
10494,4M1H,2013-08-21T00:00:00Z,1.695,experimental
10495,1EL3,2000-05-10T00:00:00Z,1.7,experimental
10496,7L9T,2021-01-20T00:00:00Z,1.8,experimental
10497,5V36,2017-03-22T00:00:00Z,1.88,experimental
10498,7ET9,2021-11-03T00:00:00Z,1.9,experimental
10499,4MJA,2013-12-04T00:00:00Z,2.0,experimental
10500,1OPR,1996-01-06T00:00:00Z,2.3,experimental
10501,3E2O,2008-10-21T00:00:00Z,1.06,experimental
10502,1DVR,1996-04-03T00:00:00Z,2.36,experimental
10503,3RF7,2011-12-07T00:00:00Z,2.12,experimental
10504,5T41,2016-11-16T00:00:00Z,3.149,experimental
10505,2E5A,2007-09-04T00:00:00Z,2.1,experimental
10506,7OID,2021-09-15T00:00:00Z,3.7,experimental
10507,2Q5L,2007-10-23T00:00:00Z,1.85,experimental
10508,1IEX,2001-11-14T00:00:00Z,2.2,experimental
10509,4BMV,2014-03-19T00:00:00Z,2.5,experimental
10510,3VMS,2012-04-18T00:00:00Z,3.202,experimental
10511,3UE1,2011-12-14T00:00:00Z,2.73,experimental
10512,4XYM,2016-01-27T00:00:00Z,1.9,experimental
10513,2PNF,2007-05-01T00:00:00Z,1.8,experimental
10514,2XH2,2010-08-25T00:00:00Z,1.8,experimental
10515,4W5K,2014-09-24T00:00:00Z,1.7,experimental
10516,1I41,2001-09-05T00:00:00Z,3.2,experimental
10517,3H46,2009-06-02T00:00:00Z,1.75,experimental
10518,5ECV,2016-10-26T00:00:00Z,2.085,experimental
10519,4GSM,2012-09-26T00:00:00Z,1.7,experimental
10520,6AQJ,2017-10-18T00:00:00Z,1.373,experimental
10521,7ZYY,2022-10-12T00:00:00Z,2.12,experimental
10522,3OC2,2010-11-10T00:00:00Z,1.968,experimental
10523,5AYI,2016-04-27T00:00:00Z,1.85,experimental
10524,1M57,2002-08-28T00:00:00Z,3.0,experimental
10525,5ZLL,2018-05-16T00:00:00Z,2.6,experimental
10526,2AML,2005-10-18T00:00:00Z,1.5,experimental
10527,2D3N,2006-03-14T00:00:00Z,1.9,experimental
10528,2DTJ,2007-05-01T00:00:00Z,1.58,experimental
10529,3RLA,1998-05-13T00:00:00Z,2.54,experimental
10530,4XRD,2016-01-27T00:00:00Z,2.3,experimental
10531,7RIE,2022-09-14T00:00:00Z,2.49,experimental
10532,5UPQ,2017-02-22T00:00:00Z,2.42,experimental
10533,2WHE,2009-09-15T00:00:00Z,1.55,experimental
10534,5AHN,2015-07-15T00:00:00Z,1.652,experimental
10535,2X22,2010-03-02T00:00:00Z,2.1,experimental
10536,1J3N,2003-03-11T00:00:00Z,2.0,experimental
10537,5YDL,2018-05-23T00:00:00Z,2.402,experimental
10538,1UUW,2005-02-09T00:00:00Z,2.3,experimental
10539,2UXA,2007-04-10T00:00:00Z,2.38,experimental
10540,6QP3,2020-03-04T00:00:00Z,2.3,experimental
10541,4HMV,2013-08-07T00:00:00Z,1.45,experimental
10542,2J8Z,2006-11-06T00:00:00Z,2.5,experimental
10543,3WTB,2015-04-15T00:00:00Z,2.2,experimental
10544,6F52,2018-02-14T00:00:00Z,2.0,experimental
10545,6K3G,2020-03-25T00:00:00Z,2.41,experimental
10546,7SVS,2022-02-16T00:00:00Z,2.8,experimental
10547,5UIW,2017-06-28T00:00:00Z,2.204,experimental
10548,5B7Z,2017-03-15T00:00:00Z,1.5,experimental
10549,5AQG,2016-10-05T00:00:00Z,2.24,experimental
10550,6H0P,2019-10-23T00:00:00Z,3.47,experimental
10551,7PP3,2022-07-06T00:00:00Z,2.25,experimental
10552,1QI6,2001-01-10T00:00:00Z,2.5,experimental
10553,4LRS,2013-09-04T00:00:00Z,1.55,experimental
10554,1Z4O,2005-04-19T00:00:00Z,1.9,experimental
10555,2EBD,2007-08-14T00:00:00Z,2.1,experimental
10556,7UHW,2022-04-06T00:00:00Z,1.3,experimental
10557,1MXD,2003-06-10T00:00:00Z,2.0,experimental
10558,4WBS,2014-09-24T00:00:00Z,2.0,experimental
10559,7BXS,2021-04-21T00:00:00Z,2.5,experimental
10560,2DBQ,2006-06-16T00:00:00Z,1.7,experimental
10561,7PT3,2022-02-02T00:00:00Z,1.625,experimental
10562,4W1X,2015-02-04T00:00:00Z,1.8,experimental
10563,7XEN,2023-04-05T00:00:00Z,2.47,experimental
10564,7CQK,2021-02-10T00:00:00Z,3.3,experimental
10565,5IED,2016-07-27T00:00:00Z,1.81,experimental
10566,6U1E,2020-05-06T00:00:00Z,2.1,experimental
10567,6J53,2019-09-25T00:00:00Z,1.52,experimental
10568,5ES9,2016-01-20T00:00:00Z,3.77,experimental
10569,7U0M,2022-10-05T00:00:00Z,1.45,experimental
10570,3RI6,2011-08-17T00:00:00Z,2.2,experimental
10571,3CR3,2008-10-21T00:00:00Z,2.1,experimental
10572,4ZQM,2015-06-17T00:00:00Z,1.602,experimental
10573,6AQ4,2018-08-01T00:00:00Z,1.825,experimental
10574,6TVP,2020-04-22T00:00:00Z,1.9,experimental
10575,1B0J,1998-11-18T00:00:00Z,2.5,experimental
10576,6TRC,2020-09-16T00:00:00Z,2.98,experimental
10577,5QTP,2019-12-25T00:00:00Z,1.73,experimental
10578,1U0R,2004-08-31T00:00:00Z,2.8,experimental
10579,5K6R,2017-02-08T00:00:00Z,2.734,experimental
10580,2QLN,2008-07-15T00:00:00Z,2.15,experimental
10581,1HRD,1997-03-12T00:00:00Z,1.96,experimental
10582,4PLT,2014-07-02T00:00:00Z,1.6,experimental
10583,7ECT,2021-12-08T00:00:00Z,2.9,experimental
10584,2YQ5,2012-11-21T00:00:00Z,2.75,experimental
10585,1SZR,2004-10-26T00:00:00Z,2.15,experimental
10586,5DJW,2016-03-02T00:00:00Z,2.7,experimental
10587,3CC9,2008-03-25T00:00:00Z,2.3,experimental
10588,3UE9,2011-11-16T00:00:00Z,1.95,experimental
10589,3VIH,2012-07-04T00:00:00Z,1.03,experimental
10590,2WC1,2010-04-21T00:00:00Z,2.17,experimental
10591,2IYV,2006-10-11T00:00:00Z,1.35,experimental
10592,4GF8,2013-08-21T00:00:00Z,2.3,experimental
10593,4DAO,2012-09-26T00:00:00Z,2.22,experimental
10594,4N07,2013-11-20T00:00:00Z,1.87,experimental
10595,7SCR,2022-03-02T00:00:00Z,2.12068485322,experimental
10596,3AKD,2011-07-06T00:00:00Z,1.6,experimental
10597,6MVH,2019-01-30T00:00:00Z,2.4,experimental
10598,4RYE,2015-01-28T00:00:00Z,1.901,experimental
10599,3N46,2010-08-18T00:00:00Z,2.35,experimental
10600,8BJ4,2023-03-22T00:00:00Z,1.45,experimental
10601,1JPU,2001-10-03T00:00:00Z,1.8,experimental
10602,1FPB,1993-10-31T00:00:00Z,2.6,experimental
10603,6GWU,2018-11-07T00:00:00Z,2.2,experimental
10604,3IPO,2009-12-08T00:00:00Z,2.4,experimental
10605,4HKV,2013-10-30T00:00:00Z,1.65,experimental
10606,1T4R,2005-04-12T00:00:00Z,2.6,experimental
10607,4J07,2013-03-06T00:00:00Z,1.95,experimental
10608,6PFF,2019-10-02T00:00:00Z,2.982,experimental
10609,6M1X,2021-03-03T00:00:00Z,2.48,experimental
10610,3TC6,2011-08-24T00:00:00Z,1.6,experimental
10611,5YII,2018-10-24T00:00:00Z,1.8,experimental
10612,7WIU,2023-01-25T00:00:00Z,3.48,experimental
10613,1Z36,2005-03-29T00:00:00Z,2.6,experimental
10614,5DRO,2016-03-09T00:00:00Z,2.01,experimental
10615,5M4A,2017-11-01T00:00:00Z,2.9,experimental
10616,5Y65,2018-12-05T00:00:00Z,2.554,experimental
10617,3FZF,2009-03-17T00:00:00Z,2.2,experimental
10618,3I4C,2009-07-21T00:00:00Z,2.0,experimental
10619,3GKB,2009-03-24T00:00:00Z,1.8,experimental
10620,6L4U,2020-05-20T00:00:00Z,2.4,experimental
10621,8DQ9,2022-07-27T00:00:00Z,2.8,experimental
10622,4BX0,2013-12-25T00:00:00Z,1.75,experimental
10623,7B02,2021-05-19T00:00:00Z,1.45,experimental
10624,3D02,2008-05-27T00:00:00Z,1.3,experimental
10625,2J79,2006-10-18T00:00:00Z,1.94,experimental
10626,5JE1,2016-05-04T00:00:00Z,1.95,experimental
10627,7LUH,2022-01-05T00:00:00Z,1.84,experimental
10628,4N8G,2013-10-30T00:00:00Z,1.502,experimental
10629,6R9W,2019-12-25T00:00:00Z,1.75,experimental
10630,2VA1,2007-09-18T00:00:00Z,2.5,experimental
10631,5S9S,2022-06-15T00:00:00Z,1.8,experimental
10632,7R8Z,2022-06-29T00:00:00Z,2.3,experimental
10633,5Y4P,2018-08-08T00:00:00Z,2.16,experimental
10634,6BQ6,2018-02-28T00:00:00Z,1.65,experimental
10635,8BC4,2023-01-18T00:00:00Z,2.7,experimental
10636,7Q2B,2022-02-02T00:00:00Z,1.85,experimental
10637,7BWP,2020-05-13T00:00:00Z,1.802,experimental
10638,4EUC,2012-10-10T00:00:00Z,2.644,experimental
10639,4BO2,2013-09-18T00:00:00Z,1.9,experimental
10640,7MQX,2021-08-11T00:00:00Z,1.914,experimental
10641,4IIE,2013-04-10T00:00:00Z,2.0,experimental
10642,2JIQ,2008-03-18T00:00:00Z,2.44,experimental
10643,1MEN,2002-12-18T00:00:00Z,2.23,experimental
10644,8DQB,2022-07-27T00:00:00Z,2.5,experimental
10645,3RVD,2012-04-25T00:00:00Z,2.7,experimental
10646,6RB5,2020-05-13T00:00:00Z,1.977,experimental
10647,4FJS,2013-01-16T00:00:00Z,2.13,experimental
10648,6S8G,2019-09-25T00:00:00Z,3.5,experimental
10649,6KXF,2020-05-06T00:00:00Z,1.98,experimental
10650,6ZXQ,2021-08-11T00:00:00Z,1.4,experimental
10651,8CSQ,2022-12-14T00:00:00Z,2.54,experimental
10652,6JJU,2019-05-22T00:00:00Z,3.2,experimental
10653,4RET,2015-01-28T00:00:00Z,4.0,experimental
10654,5Z79,2018-08-29T00:00:00Z,2.9,experimental
10655,5DJH,2015-11-11T00:00:00Z,1.451,experimental
10656,4YS6,2015-04-08T00:00:00Z,1.698,experimental
10657,7PBB,2021-10-13T00:00:00Z,1.47,experimental
10658,7UQ0,2022-10-05T00:00:00Z,2.0,experimental
10659,4A72,2012-01-25T00:00:00Z,2.4,experimental
10660,4LXG,2013-09-18T00:00:00Z,2.22,experimental
10661,5KAJ,2017-06-21T00:00:00Z,2.681,experimental
10662,1ZK1,2005-06-21T00:00:00Z,1.78,experimental
10663,1FBC,1993-10-31T00:00:00Z,2.6,experimental
10664,3JD3,2016-04-27T00:00:00Z,3.6,experimental
