,uniprot_id,pdb_id,chain_id,rank,coverage,resolution,start,end,unp_start,unp_end,experimental_method
2633,P38054,4dop,A,13,1.0,4.2,8,1054,1,1047,X-ray diffraction
2634,P38054,3kso,A,14,1.0,4.367,9,1055,1,1047,X-ray diffraction
2635,P38054,3ne5,A,15,0.999,2.898,9,1054,2,1047,X-ray diffraction
2636,P38489,8c5p,A,1,1.0,1.69,1,217,1,217,X-ray diffraction
2637,P38489,8c5p,B,1,1.0,1.69,1,217,1,217,X-ray diffraction
2638,P38489,1icr,A,2,1.0,1.7,1,217,1,217,X-ray diffraction
2639,P38489,1icr,B,2,1.0,1.7,1,217,1,217,X-ray diffraction
2640,P38489,1yki,A,3,1.0,1.7,1,217,1,217,X-ray diffraction
2641,P38489,1yki,B,3,1.0,1.7,1,217,1,217,X-ray diffraction
2642,P38489,1yki,C,3,1.0,1.7,1,217,1,217,X-ray diffraction
2643,P38489,1yki,D,3,1.0,1.7,1,217,1,217,X-ray diffraction
2644,P38489,1ylr,A,4,1.0,1.7,1,217,1,217,X-ray diffraction
2645,P38489,1ylr,B,4,1.0,1.7,1,217,1,217,X-ray diffraction
2646,P38489,1icu,A,5,1.0,1.8,1,217,1,217,X-ray diffraction
2647,P38489,1icu,B,5,1.0,1.8,1,217,1,217,X-ray diffraction
2648,P38489,1icu,C,5,1.0,1.8,1,217,1,217,X-ray diffraction
2649,P38489,1icu,D,5,1.0,1.8,1,217,1,217,X-ray diffraction
2650,P38489,8cj0,A,6,1.0,1.99,1,217,1,217,X-ray diffraction
2651,P38489,8cj0,B,6,1.0,1.99,1,217,1,217,X-ray diffraction
2652,P38489,1idt,A,7,1.0,2.0,1,217,1,217,X-ray diffraction
2653,P38489,1idt,B,7,1.0,2.0,1,217,1,217,X-ray diffraction
2654,P38489,1oo6,A,8,1.0,2.0,1,217,1,217,X-ray diffraction
2655,P38489,1oo6,B,8,1.0,2.0,1,217,1,217,X-ray diffraction
2656,P38489,1ooq,A,9,1.0,2.0,1,217,1,217,X-ray diffraction
2657,P38489,1ooq,B,9,1.0,2.0,1,217,1,217,X-ray diffraction
2658,P38489,1ylu,A,10,1.0,2.0,1,217,1,217,X-ray diffraction
2659,P38489,1ylu,B,10,1.0,2.0,1,217,1,217,X-ray diffraction
2660,P38489,3x22,A,11,1.0,2.001,21,237,1,217,X-ray diffraction
2661,P38489,3x22,B,11,1.0,2.001,21,237,1,217,X-ray diffraction
2662,P38489,1ds7,A,12,1.0,2.06,1,217,1,217,X-ray diffraction
2663,P38489,1ds7,B,12,1.0,2.06,1,217,1,217,X-ray diffraction
2664,P38489,8ccv,A,13,1.0,2.2,1,217,1,217,X-ray diffraction
2665,P38489,8ccv,B,13,1.0,2.2,1,217,1,217,X-ray diffraction
2666,P38489,1icv,A,14,1.0,2.4,1,217,1,217,X-ray diffraction
2667,P38489,1icv,B,14,1.0,2.4,1,217,1,217,X-ray diffraction
2668,P38489,1icv,C,14,1.0,2.4,1,217,1,217,X-ray diffraction
2669,P38489,1icv,D,14,1.0,2.4,1,217,1,217,X-ray diffraction
2670,P38489,1oon,A,15,1.0,2.49,1,217,1,217,X-ray diffraction
2671,P38489,1oon,B,15,1.0,2.49,1,217,1,217,X-ray diffraction
2672,P38489,1oo5,A,16,1.0,2.5,1,217,1,217,X-ray diffraction
2673,P38489,1oo5,B,16,1.0,2.5,1,217,1,217,X-ray diffraction
2674,P38489,3x21,A,17,1.0,3.002,21,237,1,217,X-ray diffraction
2675,P38489,3x21,B,17,1.0,3.002,21,237,1,217,X-ray diffraction
2676,P38489,3x21,C,17,1.0,3.002,21,237,1,217,X-ray diffraction
2677,P38489,3x21,D,17,1.0,3.002,21,237,1,217,X-ray diffraction
2678,P38489,3x21,E,17,1.0,3.002,21,237,1,217,X-ray diffraction
2679,P38489,3x21,F,17,1.0,3.002,21,237,1,217,X-ray diffraction
2680,P38489,3x21,G,17,1.0,3.002,21,237,1,217,X-ray diffraction
2681,P38489,3x21,H,17,1.0,3.002,21,237,1,217,X-ray diffraction
2682,P38489,3x21,I,17,1.0,3.002,21,237,1,217,X-ray diffraction
2683,P38489,3x21,J,17,1.0,3.002,21,237,1,217,X-ray diffraction
2684,P38489,8c5f,A,18,0.995,1.6,1,216,2,217,X-ray diffraction
2685,P38489,8c5f,B,18,0.995,1.6,1,216,2,217,X-ray diffraction
2686,P38489,8c5e,A,19,0.995,1.65,1,216,2,217,X-ray diffraction
2687,P38489,8c5e,B,19,0.995,1.65,1,216,2,217,X-ray diffraction
2688,P38489,8og3,A,20,0.995,2.09,1,216,2,217,X-ray diffraction
2689,P38489,8og3,B,20,0.995,2.09,1,216,2,217,X-ray diffraction
2690,P05825,1fep,A,1,1.0,2.4,1,724,23,746,X-ray diffraction
2691,P11454,5t3d,A,1,1.0,2.8,3,1295,1,1293,X-ray diffraction
2692,P11454,5ja1,A,2,1.0,3.0,3,1295,1,1293,X-ray diffraction
2693,P11454,5ja2,A,3,1.0,3.0,3,1295,1,1293,X-ray diffraction
2694,P11454,2roq,A,4,0.258,,2,335,960,1293,Solution NMR
2695,P11454,3tej,A,5,0.254,1.9,1,329,965,1293,X-ray diffraction
2696,P11454,3tej,B,5,0.254,1.9,1,329,965,1293,X-ray diffraction
2697,P0AEL6,3tlk,A,1,1.0,1.853,1,318,1,318,X-ray diffraction
2698,P0AEL6,3tlk,B,1,1.0,1.853,1,318,1,318,X-ray diffraction
2699,P0AEL6,3tlk,C,1,1.0,1.853,1,318,1,318,X-ray diffraction
2700,P0AEL6,2m6k,A,2,1.0,,24,315,27,318,Solution NMR
2701,P0AEL6,2m6l,A,3,1.0,,24,315,27,318,Solution NMR
2702,P0AEJ2,3hwo,A,1,1.0,2.3,4,394,1,391,X-ray diffraction
2703,P0AEJ2,3hwo,B,1,1.0,2.3,4,394,1,391,X-ray diffraction
2704,P0AEJ2,5jzd,A,2,1.0,2.303,1,391,1,391,X-ray diffraction
2705,P0AEJ2,5jzd,B,2,1.0,2.303,1,391,1,391,X-ray diffraction
2706,P10378,4iz6,A,1,1.0,2.4,21,556,1,536,X-ray diffraction
2707,P10378,4iz6,B,1,1.0,2.4,21,556,1,536,X-ray diffraction
2708,P10378,6iyk,A,2,1.0,2.45,1,536,1,536,X-ray diffraction
2709,P10378,6iyk,B,2,1.0,2.45,1,536,1,536,X-ray diffraction
2710,P10378,6iyl,A,3,1.0,2.56,1,536,1,536,X-ray diffraction
2711,P10378,6iyl,B,3,1.0,2.56,1,536,1,536,X-ray diffraction
2712,P10378,3rg2,A,4,1.0,3.1,3,538,1,536,X-ray diffraction
2713,P10378,3rg2,B,4,1.0,3.1,3,538,1,536,X-ray diffraction
2714,P10378,3rg2,C,4,1.0,3.1,3,538,1,536,X-ray diffraction
2715,P10378,3rg2,D,4,1.0,3.1,3,538,1,536,X-ray diffraction
2716,P10378,3rg2,E,4,1.0,3.1,3,538,1,536,X-ray diffraction
2717,P10378,3rg2,F,4,1.0,3.1,3,538,1,536,X-ray diffraction
2718,P10378,3rg2,G,4,1.0,3.1,3,538,1,536,X-ray diffraction
2719,P10378,3rg2,H,4,1.0,3.1,3,538,1,536,X-ray diffraction
2720,P10378,3rg2,I,4,1.0,3.1,3,538,1,536,X-ray diffraction
2721,P10378,3rg2,J,4,1.0,3.1,3,538,1,536,X-ray diffraction
2722,P0ADI4,2fq1,A,1,1.0,2.3,3,287,1,285,X-ray diffraction
2723,P0ADI4,2fq1,B,1,1.0,2.3,3,287,1,285,X-ray diffraction
2724,P0ADI4,3rg2,C,2,0.27,3.1,541,617,209,285,X-ray diffraction
2725,P0ADI4,3rg2,E,2,0.27,3.1,541,617,209,285,X-ray diffraction
2726,P0ADI4,3rg2,G,2,0.27,3.1,541,617,209,285,X-ray diffraction
2727,P0ADI4,4iz6,A,3,0.263,2.4,561,635,211,285,X-ray diffraction
2728,P0ADI4,4iz6,B,3,0.263,2.4,561,635,211,285,X-ray diffraction
2729,P0ADI4,3rg2,A,3,0.263,3.1,543,617,211,285,X-ray diffraction
2730,P0ADI4,3rg2,B,3,0.263,3.1,543,617,211,285,X-ray diffraction
2731,P0ADI4,3rg2,D,3,0.263,3.1,543,617,211,285,X-ray diffraction
2732,P0ADI4,3rg2,F,3,0.263,3.1,543,617,211,285,X-ray diffraction
2733,P0ADI4,3rg2,H,3,0.263,3.1,543,617,211,285,X-ray diffraction
2734,P0ADI4,3rg2,I,3,0.263,3.1,543,617,211,285,X-ray diffraction
2735,P0ADI4,3rg2,J,3,0.263,3.1,543,617,211,285,X-ray diffraction
2736,P15047,2fwm,X,1,1.0,2.0,3,250,1,248,X-ray diffraction
2737,P0A8Y8,4k4c,A,1,1.0,1.85,1,137,1,137,X-ray diffraction
2738,P0A8Y8,4k4c,B,1,1.0,1.85,1,137,1,137,X-ray diffraction
2739,P0A8Y8,4k4c,C,1,1.0,1.85,1,137,1,137,X-ray diffraction
2740,P0A8Y8,4k4c,D,1,1.0,1.85,1,137,1,137,X-ray diffraction
2741,P0A8Y8,4k4d,A,2,1.0,2.17,1,137,1,137,X-ray diffraction
2742,P0A8Y8,4k4d,B,2,1.0,2.17,1,137,1,137,X-ray diffraction
2743,P0A8Y8,1vh9,A,3,0.993,2.15,4,139,2,137,X-ray diffraction
2744,P0A8Y8,1vh9,B,3,0.993,2.15,4,139,2,137,X-ray diffraction
2745,P77202,1v58,A,1,1.0,1.7,1,231,18,248,X-ray diffraction
2746,P77202,1v58,B,1,1.0,1.7,1,231,18,248,X-ray diffraction
2747,P77202,5g1l,A,2,1.0,1.7,1,248,1,248,X-ray diffraction
2748,P77202,5g1l,B,2,1.0,1.7,1,248,1,248,X-ray diffraction
2749,P77202,2h0h,A,3,1.0,1.8,1,231,18,248,X-ray diffraction
2750,P77202,2h0h,B,3,1.0,1.8,1,231,18,248,X-ray diffraction
2751,P77202,5g1k,A,4,1.0,1.96,1,248,1,248,X-ray diffraction
2752,P77202,5g1k,B,4,1.0,1.96,1,248,1,248,X-ray diffraction
2753,P77202,1v57,A,5,1.0,2.0,1,231,18,248,X-ray diffraction
2754,P77202,1v57,B,5,1.0,2.0,1,231,18,248,X-ray diffraction
2755,P77202,2h0g,A,6,1.0,2.3,1,231,18,248,X-ray diffraction
2756,P77202,2h0g,B,6,1.0,2.3,1,231,18,248,X-ray diffraction
2757,P77202,2h0i,A,7,1.0,2.4,1,231,18,248,X-ray diffraction
2758,P77202,2h0i,B,7,1.0,2.4,1,231,18,248,X-ray diffraction
2759,P77202,2iy2,A,8,0.307,1.9,2,72,19,89,X-ray diffraction
2760,P77202,2iy2,B,8,0.307,1.9,2,72,19,89,X-ray diffraction
2761,P0AE08,5b8a,A,1,0.995,2.7,1,186,1,186,X-ray diffraction
2762,P0AE08,5b8a,A,1,0.995,2.7,1,186,1,186,X-ray diffraction
2763,P0AE08,5b8a,B,1,0.995,2.7,1,186,1,186,X-ray diffraction
2764,P0AE08,5b8a,B,1,0.995,2.7,1,186,1,186,X-ray diffraction
2765,P0AE08,5b8a,C,1,0.995,2.7,1,186,1,186,X-ray diffraction
2766,P0AE08,5b8a,C,1,0.995,2.7,1,186,1,186,X-ray diffraction
2767,P0AE08,5b8a,D,1,0.995,2.7,1,186,1,186,X-ray diffraction
2768,P0AE08,5b8a,D,1,0.995,2.7,1,186,1,186,X-ray diffraction
2769,P0AE08,5b8a,E,1,0.995,2.7,1,186,1,186,X-ray diffraction
2770,P0AE08,5b8a,E,1,0.995,2.7,1,186,1,186,X-ray diffraction
2771,P0AE08,5b8a,F,1,0.995,2.7,1,186,1,186,X-ray diffraction
2772,P0AE08,5b8a,F,1,0.995,2.7,1,186,1,186,X-ray diffraction
2773,P0AE08,5b8a,G,1,0.995,2.7,1,186,1,186,X-ray diffraction
2774,P0AE08,5b8a,G,1,0.995,2.7,1,186,1,186,X-ray diffraction
2775,P0AE08,5b8a,H,1,0.995,2.7,1,186,1,186,X-ray diffraction
2776,P0AE08,5b8a,H,1,0.995,2.7,1,186,1,186,X-ray diffraction
2777,P0AE08,5b8a,I,1,0.995,2.7,1,186,1,186,X-ray diffraction
2778,P0AE08,5b8a,I,1,0.995,2.7,1,186,1,186,X-ray diffraction
2779,P0AE08,5b8a,J,1,0.995,2.7,1,186,1,186,X-ray diffraction
2780,P0AE08,5b8a,J,1,0.995,2.7,1,186,1,186,X-ray diffraction
2781,P0AE08,5b8b,A,2,0.989,3.1,2,186,2,186,X-ray diffraction
2782,P0AE08,5b8b,A,2,0.989,3.1,2,186,2,186,X-ray diffraction
2783,P0AE08,5b8b,B,2,0.989,3.1,2,186,2,186,X-ray diffraction
2784,P0AE08,5b8b,B,2,0.989,3.1,2,186,2,186,X-ray diffraction
2785,P0AE08,5b8b,C,2,0.989,3.1,2,186,2,186,X-ray diffraction
2786,P0AE08,5b8b,C,2,0.989,3.1,2,186,2,186,X-ray diffraction
2787,P0AE08,5b8b,D,2,0.989,3.1,2,186,2,186,X-ray diffraction
2788,P0AE08,5b8b,D,2,0.989,3.1,2,186,2,186,X-ray diffraction
2789,P0AE08,5b8b,E,2,0.989,3.1,2,186,2,186,X-ray diffraction
2790,P0AE08,5b8b,E,2,0.989,3.1,2,186,2,186,X-ray diffraction
2791,P0AE08,5b8b,F,2,0.989,3.1,2,186,2,186,X-ray diffraction
2792,P0AE08,5b8b,F,2,0.989,3.1,2,186,2,186,X-ray diffraction
2793,P0AE08,5b8b,G,2,0.989,3.1,2,186,2,186,X-ray diffraction
2794,P0AE08,5b8b,G,2,0.989,3.1,2,186,2,186,X-ray diffraction
2795,P0AE08,5b8b,H,2,0.989,3.1,2,186,2,186,X-ray diffraction
2796,P0AE08,5b8b,H,2,0.989,3.1,2,186,2,186,X-ray diffraction
2797,P0AE08,5b8b,I,2,0.989,3.1,2,186,2,186,X-ray diffraction
2798,P0AE08,5b8b,I,2,0.989,3.1,2,186,2,186,X-ray diffraction
2799,P0AE08,5b8b,J,2,0.989,3.1,2,186,2,186,X-ray diffraction
2800,P0AE08,5b8b,J,2,0.989,3.1,2,186,2,186,X-ray diffraction
2801,P35340,4o5q,A,1,1.0,2.0,1,521,1,521,X-ray diffraction
2802,P35340,4xvg,A,2,1.0,2.2,1,521,1,521,X-ray diffraction
2803,P35340,4ykg,A,3,1.0,2.4,1,521,1,521,X-ray diffraction
2804,P35340,4ykf,A,4,1.0,2.5,1,521,1,521,X-ray diffraction
2805,P35340,4o5u,A,5,1.0,2.65,1,521,1,521,X-ray diffraction
2806,P35340,1fl2,A,6,0.595,1.9,1,310,212,521,X-ray diffraction
2807,P0A6G5,7dcn,A,1,1.0,1.695,4,186,1,183,X-ray diffraction
2808,P0A6G5,7dcm,A,2,1.0,2.495,4,186,1,183,X-ray diffraction
2809,P37001,3gp6,A,1,1.0,1.4,2,162,26,186,X-ray diffraction
2810,P37001,1thq,A,2,1.0,1.9,2,162,26,186,X-ray diffraction
2811,P37001,1mm4,A,3,1.0,,2,162,26,186,Solution NMR
2812,P37001,1mm5,A,4,1.0,,2,162,26,186,Solution NMR
2813,P0AEB2,6ntz,A,1,1.0,2.2,1,403,1,403,X-ray diffraction
2814,P0AEB2,3mzf,A,2,0.971,1.5,1,363,30,392,X-ray diffraction
2815,P0AEB2,1z6f,A,3,0.971,1.6,1,363,30,392,X-ray diffraction
2816,P0AEB2,3bec,A,4,0.971,1.6,1,363,30,392,X-ray diffraction
2817,P0AEB2,1nzo,A,5,0.971,1.85,1,363,30,392,X-ray diffraction
2818,P0AEB2,1nj4,A,6,0.971,1.9,1,363,30,392,X-ray diffraction
2819,P0AEB2,3mzd,A,7,0.971,1.9,1,363,30,392,X-ray diffraction
2820,P0AEB2,1nzu,A,8,0.971,2.0,1,363,30,392,X-ray diffraction
2821,P0AEB2,3beb,A,9,0.971,2.0,1,363,30,392,X-ray diffraction
2822,P0AEB2,3mze,A,10,0.971,2.1,1,363,30,392,X-ray diffraction
2823,P0AEB2,1hd8,A,11,0.971,2.3,1,363,30,392,X-ray diffraction
2824,P0AEB2,1sdn,A,12,0.971,2.5,1,363,30,392,X-ray diffraction
2825,P0AEB2,5j8x,A,13,0.971,2.53,24,386,30,392,X-ray diffraction
2826,P0AD65,6g9s,A,1,0.919,2.001,1,582,52,633,X-ray diffraction
2827,P0AD65,6g9p,A,2,0.919,2.101,1,582,52,633,X-ray diffraction
2828,P0AD65,6g9f,A,3,0.883,2.35,3,561,57,615,X-ray diffraction
2829,P52086,6e4b,A,1,1.0,2.55,25,227,1,203,X-ray diffraction
2830,P52086,6e4b,B,1,1.0,2.55,25,227,1,203,X-ray diffraction
2831,P52086,6e4b,C,1,1.0,2.55,25,227,1,203,X-ray diffraction
2832,P52086,6e4b,D,1,1.0,2.55,25,227,1,203,X-ray diffraction
2833,P0A752,1k4m,A,1,1.0,1.9,1,213,1,213,X-ray diffraction
2834,P0A752,1k4m,B,1,1.0,1.9,1,213,1,213,X-ray diffraction
2835,P0A752,1k4m,C,1,1.0,1.9,1,213,1,213,X-ray diffraction
2836,P0A752,1k4k,A,2,1.0,2.0,1,213,1,213,X-ray diffraction
2837,P0A752,1k4k,B,2,1.0,2.0,1,213,1,213,X-ray diffraction
2838,P0A752,1k4k,C,2,1.0,2.0,1,213,1,213,X-ray diffraction
2839,P0A752,1k4k,D,2,1.0,2.0,1,213,1,213,X-ray diffraction
2840,P0A752,6kh2,A,3,1.0,3.04,1,213,1,213,X-ray diffraction
2841,P0A752,6kh2,B,3,1.0,3.04,1,213,1,213,X-ray diffraction
2842,P0A752,6kh2,C,3,1.0,3.04,1,213,1,213,X-ray diffraction
2843,P0A752,6kh2,D,3,1.0,3.04,1,213,1,213,X-ray diffraction
2844,P0A752,6kh2,E,3,1.0,3.04,1,213,1,213,X-ray diffraction
2845,P0A752,6kh2,F,3,1.0,3.04,1,213,1,213,X-ray diffraction
2846,P0A752,6kg3,A,4,1.0,3.08,1,213,1,213,X-ray diffraction
2847,P0A752,6kg3,B,4,1.0,3.08,1,213,1,213,X-ray diffraction
2848,P0A752,6kg3,C,4,1.0,3.08,1,213,1,213,X-ray diffraction
2849,P0A752,6kg3,D,4,1.0,3.08,1,213,1,213,X-ray diffraction
2850,P0A752,6kg3,E,4,1.0,3.08,1,213,1,213,X-ray diffraction
2851,P0A752,6kg3,F,4,1.0,3.08,1,213,1,213,X-ray diffraction
2852,P0ADC1,4rhb,B,1,1.0,3.355,1,175,19,193,X-ray diffraction
2853,P0ADC1,4rhb,D,1,1.0,3.355,1,175,19,193,X-ray diffraction
2854,P0ADC1,4rh8,A,2,0.96,2.2,1,168,19,186,X-ray diffraction
2855,P0ADC1,4rh8,B,2,0.96,2.2,1,168,19,186,X-ray diffraction
2856,P0ADC1,4rh8,C,2,0.96,2.2,1,168,19,186,X-ray diffraction
2857,P0ADC1,4rh8,D,2,0.96,2.2,1,168,19,186,X-ray diffraction
2858,P0ADC1,4nhr,A,3,0.931,2.34,2,164,20,182,X-ray diffraction
2859,P41409,1yoe,A,1,0.997,1.78,13,322,2,311,X-ray diffraction
2860,P41409,3g5i,A,2,0.997,2.1,3,312,2,311,X-ray diffraction
2861,P41409,3g5i,B,2,0.997,2.1,3,312,2,311,X-ray diffraction
2862,P41409,3g5i,C,2,0.997,2.1,3,312,2,311,X-ray diffraction
2863,P41409,3g5i,D,2,0.997,2.1,3,312,2,311,X-ray diffraction
2864,P23930,7aci,A,1,1.0,2.3,21,532,1,512,X-ray diffraction
2865,P23930,5n6h,A,2,1.0,2.9,21,532,1,512,X-ray diffraction
2866,P23930,5n6h,B,2,1.0,2.9,21,532,1,512,X-ray diffraction
2867,P23930,5n6l,A,3,1.0,2.9,21,532,1,512,X-ray diffraction
2868,P23930,5n6l,B,3,1.0,2.9,21,532,1,512,X-ray diffraction
2869,P23930,6q3a,A,4,1.0,3.1,3,514,1,512,X-ray diffraction
2870,P23930,6nwr,A,5,1.0,3.5,1,512,1,512,X-ray diffraction
2871,P23930,6nwr,B,5,1.0,3.5,1,512,1,512,X-ray diffraction
2872,P23930,5vrh,A,6,0.998,2.137,4,514,2,512,X-ray diffraction
2873,P23930,5vrg,A,7,0.998,2.518,4,514,2,512,X-ray diffraction
2874,P23930,5xhq,A,8,0.992,2.587,1,508,1,508,X-ray diffraction
2875,P23930,5xhq,B,8,0.992,2.587,1,508,1,508,X-ray diffraction
2876,P22106,1ct9,A,1,0.998,2.0,1,553,2,554,X-ray diffraction
2877,P22106,1ct9,B,1,0.998,2.0,1,553,2,554,X-ray diffraction
2878,P22106,1ct9,C,1,0.998,2.0,1,553,2,554,X-ray diffraction
2879,P22106,1ct9,D,1,0.998,2.0,1,553,2,554,X-ray diffraction
2880,P0AF24,2c4n,A,1,1.0,1.8,1,250,1,250,X-ray diffraction
2881,P0AF18,1yrr,A,1,1.0,2.0,1,382,1,382,X-ray diffraction
2882,P0AF18,1yrr,B,1,1.0,2.0,1,382,1,382,X-ray diffraction
2883,P0AF18,2p53,A,2,1.0,2.1,1,382,1,382,X-ray diffraction
2884,P0AF18,2p53,B,2,1.0,2.1,1,382,1,382,X-ray diffraction
2885,P0AF18,2p50,A,3,1.0,2.2,1,382,1,382,X-ray diffraction
2886,P0AF18,2p50,B,3,1.0,2.2,1,382,1,382,X-ray diffraction
2887,P0AF18,2p50,C,3,1.0,2.2,1,382,1,382,X-ray diffraction
2888,P0AF18,2p50,D,3,1.0,2.2,1,382,1,382,X-ray diffraction
2889,P0AF18,1ymy,A,4,1.0,2.6,1,382,1,382,X-ray diffraction
2890,P0AF18,1ymy,B,4,1.0,2.6,1,382,1,382,X-ray diffraction
2891,P0A759,1fs5,A,1,1.0,1.73,1,266,1,266,X-ray diffraction
2892,P0A759,1fs5,B,1,1.0,1.73,1,266,1,266,X-ray diffraction
2893,P0A759,1fsf,A,2,1.0,1.9,1,266,1,266,X-ray diffraction
2894,P0A759,1jt9,A,3,1.0,2.06,1,266,1,266,X-ray diffraction
2895,P0A759,1dea,A,4,1.0,2.1,1,266,1,266,X-ray diffraction
2896,P0A759,1dea,B,4,1.0,2.1,1,266,1,266,X-ray diffraction
2897,P0A759,1fqo,A,5,1.0,2.2,1,266,1,266,X-ray diffraction
2898,P0A759,1fqo,B,5,1.0,2.2,1,266,1,266,X-ray diffraction
2899,P0A759,1frz,A,6,1.0,2.2,1,266,1,266,X-ray diffraction
2900,P0A759,1frz,B,6,1.0,2.2,1,266,1,266,X-ray diffraction
2901,P0A759,1fs6,A,7,1.0,2.2,1,266,1,266,X-ray diffraction
2902,P0A759,2wu1,A,8,1.0,2.2,1,266,1,266,X-ray diffraction
2903,P0A759,2wu1,B,8,1.0,2.2,1,266,1,266,X-ray diffraction
2904,P0A759,1cd5,A,9,1.0,2.3,1,266,1,266,X-ray diffraction
2905,P0A759,1hor,A,10,1.0,2.4,1,266,1,266,X-ray diffraction
2906,P0A759,1hor,B,10,1.0,2.4,1,266,1,266,X-ray diffraction
2907,P0A759,1hot,A,11,1.0,2.4,1,266,1,266,X-ray diffraction
2908,P0A759,1hot,B,11,1.0,2.4,1,266,1,266,X-ray diffraction
2909,P75733,7vu0,A,1,1.0,1.85,1,436,33,468,X-ray diffraction
2910,P75733,7vu0,B,1,1.0,1.85,1,436,33,468,X-ray diffraction
2911,P75733,7vu1,A,2,1.0,1.9,1,436,33,468,X-ray diffraction
2912,P75733,7vu1,B,2,1.0,1.9,1,436,33,468,X-ray diffraction
2913,P75733,7vtz,A,3,1.0,2.1,1,436,33,468,X-ray diffraction
2914,P61949,2mok,A,1,1.0,,1,176,1,176,Solution NMR
2915,P61949,1ag9,A,2,0.994,1.8,1,175,2,176,X-ray diffraction
2916,P61949,1ag9,B,2,0.994,1.8,1,175,2,176,X-ray diffraction
2917,P61949,1ahn,A,3,0.994,2.6,1,175,2,176,X-ray diffraction
2918,P03961,7bgy,C,1,1.0,2.9,1,190,1,190,Electron Microscopy
2919,P03961,7bh2,C,2,1.0,3.0,1,190,1,190,Electron Microscopy
2920,P03961,7nnl,C,3,1.0,3.1,1,190,1,190,Electron Microscopy
2921,P03961,7zrk,C,4,1.0,3.1,1,190,1,190,Electron Microscopy
2922,P03961,7nnp,C,5,1.0,3.2,1,190,1,190,Electron Microscopy
2923,P03961,7lc3,C,6,1.0,3.23,1,190,1,190,Electron Microscopy
2924,P03961,7zrd,C,7,1.0,3.3,1,190,1,190,Electron Microscopy
2925,P03961,7bh1,C,8,1.0,3.38,1,190,1,190,Electron Microscopy
2926,P03961,7zre,C,9,1.0,3.4,1,190,1,190,Electron Microscopy
2927,P03961,7zrh,C,10,1.0,3.4,1,190,1,190,Electron Microscopy
2928,P03961,7zrg,C,11,1.0,3.5,1,190,1,190,Electron Microscopy
2929,P03961,7zri,C,12,1.0,3.5,1,190,1,190,Electron Microscopy
2930,P03961,6hra,C,13,1.0,3.7,1,190,1,190,Electron Microscopy
2931,P03961,7lc6,C,14,1.0,3.7,1,190,1,190,Electron Microscopy
2932,P03961,7zrj,C,15,1.0,3.7,1,190,1,190,Electron Microscopy
2933,P03961,7zrm,C,16,1.0,3.7,1,190,1,190,Electron Microscopy
2934,P03961,6hrb,C,17,1.0,4.0,1,190,1,190,Electron Microscopy
2935,P03961,7zrl,C,18,1.0,4.0,1,190,1,190,Electron Microscopy
2936,P03961,5mrw,C,19,0.984,2.9,1,187,4,190,X-ray diffraction
2937,P03961,5mrw,G,19,0.984,2.9,1,187,4,190,X-ray diffraction
2938,P03961,5mrw,K,19,0.984,2.9,1,187,4,190,X-ray diffraction
2939,P03960,7bgy,B,1,1.0,2.9,1,682,1,682,Electron Microscopy
2940,P03960,7bh2,B,2,1.0,3.0,1,682,1,682,Electron Microscopy
2941,P03960,7nnl,B,3,1.0,3.1,1,682,1,682,Electron Microscopy
2942,P03960,7zrk,B,4,1.0,3.1,1,682,1,682,Electron Microscopy
2943,P03960,7nnp,B,5,1.0,3.2,1,682,1,682,Electron Microscopy
2944,P03960,7lc3,B,6,1.0,3.23,1,682,1,682,Electron Microscopy
2945,P03960,7zrd,B,7,1.0,3.3,1,682,1,682,Electron Microscopy
2946,P03960,7bh1,B,8,1.0,3.38,1,682,1,682,Electron Microscopy
2947,P03960,7zre,B,9,1.0,3.4,1,682,1,682,Electron Microscopy
2948,P03960,7zrh,B,10,1.0,3.4,1,682,1,682,Electron Microscopy
2949,P03960,7zrg,B,11,1.0,3.5,1,682,1,682,Electron Microscopy
2950,P03960,7zri,B,12,1.0,3.5,1,682,1,682,Electron Microscopy
2951,P03960,6hra,B,13,1.0,3.7,1,682,1,682,Electron Microscopy
2952,P03960,7lc6,B,14,1.0,3.7,1,682,1,682,Electron Microscopy
2953,P03960,7zrj,B,15,1.0,3.7,1,682,1,682,Electron Microscopy
2954,P03960,7zrm,B,16,1.0,3.7,1,682,1,682,Electron Microscopy
2955,P03960,6hrb,B,17,1.0,4.0,1,682,1,682,Electron Microscopy
2956,P03960,7zrl,B,18,1.0,4.0,1,682,1,682,Electron Microscopy
2957,P03960,5mrw,B,19,0.988,2.9,1,674,9,682,X-ray diffraction
2958,P03960,5mrw,F,19,0.988,2.9,1,674,9,682,X-ray diffraction
2959,P03960,5mrw,J,19,0.988,2.9,1,674,9,682,X-ray diffraction
2960,P03960,1svj,A,20,0.199,,21,156,316,451,Solution NMR
2961,P03960,1u7q,A,21,0.199,,21,156,316,451,Solution NMR
2962,P03960,2a00,A,22,0.199,,21,156,316,451,Solution NMR
2963,P03960,2a29,A,23,0.199,,21,156,316,451,Solution NMR
2964,P03959,5mrw,A,1,1.0,2.9,1,557,1,557,X-ray diffraction
2965,P03959,5mrw,E,1,1.0,2.9,1,557,1,557,X-ray diffraction
2966,P03959,5mrw,I,1,1.0,2.9,1,557,1,557,X-ray diffraction
2967,P03959,7bgy,A,2,1.0,2.9,1,557,1,557,Electron Microscopy
