UniProt AC,Entry Name,TM Helix,Length,Native,TM-score,hyperlink
P10903,NARK_ECOLI,224.0,463.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12306
P27896,NARQ_ECOLI,41.0,566.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12309
P19317,NARW_ECOLI,0.0,231.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12312
P19319,NARZ_ECOLI,0.0,1246.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12315
P77258,NEMA_ECOLI,0.0,365.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12319
P68739,NFI_ECOLI,2.0,223.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12322
P31600,NFRA_ECOLI,6.0,990.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12325
P63020,NFUA_ECOLI,0.0,191.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12328
P0A9G2,NHAR_ECOLI,0.0,301.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12331
P33591,NIKB_ECOLI,134.0,314.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12334
P33594,NIKE_ECOLI,0.0,268.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12337
P04846,NLPA_ECOLI,10.0,272.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12340
P0ADA3,NLPD_ECOLI,7.0,379.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12343
P21420,NMPC_ECOLI,11.0,365.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12346
P37013,NORR_ECOLI,0.0,504.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12349
P75960,NPD_ECOLI,2.0,242.0,1s5pA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12352
P28903,NRDD_ECOLI,0.0,712.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12355
P0A9N8,NRDG_ECOLI,0.0,154.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12358
P0AAK7,NRFC_ECOLI,8.0,223.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12361
P32712,NRFG_ECOLI,19.0,198.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12364
P32664,NUDC_ECOLI,0.0,257.0,2gb5A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12367
Q93K97,ADPP_ECOLI,0.0,209.0,1g9qA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12370
P43337,NUDL_ECOLI,0.0,192.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12373
P0AFD1,NUOE_ECOLI,0.0,166.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12376
P0AFD4,NUOH_ECOLI,189.0,325.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12379
P33607,NUOL_ECOLI,323.0,613.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12382
P0AFF2,NUPC_ECOLI,184.0,400.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12385
P0AFF6,NUSA_ECOLI,0.0,495.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12388
P0AFH0,OGT_ECOLI,0.0,171.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12391
P02931,OMPF_ECOLI,13.0,362.0,1opfA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12394
P77747,OMPN_ECOLI,9.0,377.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12397
P0A915,OMPW_ECOLI,6.0,212.0,2f1tA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12400
P0AFH2,OPPB_ECOLI,141.0,306.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12403
P77737,OPPF_ECOLI,0.0,334.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12406
P0AFH8,OSMY_ECOLI,3.0,201.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12409
P25714,OXAA_ECOLI,102.0,548.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12412
P76077,PAAA_ECOLI,1.0,309.0,3pvrA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12415
P76081,PAAE_ECOLI,5.0,356.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12418
P76083,PAAH_ECOLI,1.0,475.0,3mogC,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12421
P76086,PAAX_ECOLI,0.0,316.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12424
P05041,PABB_ECOLI,1.0,453.0,1k0eA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12427
P0A912,PAL_ECOLI,7.0,173.0,1oapA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12430
P0A9J4,PANE_ECOLI,0.0,303.0,1yjqA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12433
P20083,PARE_ECOLI,0.0,630.0,1s16A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12436
P0AFI5,PBP7_ECOLI,7.0,310.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12439
P0ABF1,PCNB_ECOLI,0.0,465.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12442
P05459,PDXB_ECOLI,0.0,378.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12445
P40191,PDXK_ECOLI,0.0,283.0,2ddmB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12448
P37095,PEPB_ECOLI,0.0,427.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12451
P04825,AMPN_ECOLI,0.0,870.0,2dqmA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12454
P29745,PEPT_ECOLI,0.0,408.0,1vixA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12457
P0A796,K6PF1_ECOLI,0.0,320.0,1pfkA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12460
P09373,PFLB_ECOLI,2.0,760.0,1h16A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12463
P69434,PGAA_ECOLI,3.0,807.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12466
P0A6T1,G6PI_ECOLI,2.0,549.0,3nbuB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12469
P36938,PGM_ECOLI,0.0,546.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12472
P0A9J8,PHEA_ECOLI,0.0,386.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12476
P24207,PHEP_ECOLI,240.0,458.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12479
P16677,PHNC_ECOLI,0.0,262.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12482
P16684,PHNF_ECOLI,0.0,241.0,2fa1A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12485
P16678,PHNK_ECOLI,0.0,252.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12489
P16690,PHNN_ECOLI,1.0,185.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12492
P0AFJ5,PHOB_ECOLI,0.0,229.0,2iynB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12495
P23836,PHOP_ECOLI,0.0,223.0,2pkxB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12498
P0A9K7,PHOU_ECOLI,1.0,241.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12501
P03014,PINE_ECOLI,0.0,184.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12504
P0AFJ7,PITA_ECOLI,200.0,499.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12507
P0A921,PA1_ECOLI,2.0,289.0,1im0A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12510
P26647,PLSC_ECOLI,36.0,245.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12513
P21369,PNCA_ECOLI,0.0,213.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12516
P07001,PNTA_ECOLI,89.0,510.0,1x15A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12519
P21189,DPO2_ECOLI,0.0,783.0,3k57A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12523
P0AFK6,POTC_ECOLI,133.0,264.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12526
P31133,POTF_ECOLI,10.0,370.0,1a99A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12529
P0AFL1,POTI_ECOLI,139.0,281.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12532
P0A7A9,IPYR_ECOLI,0.0,176.0,1inoA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12535
P08371,PPDB_ECOLI,22.0,187.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12538
P0AFL3,PPIA_ECOLI,8.0,190.0,1j2aA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12541
P0A7B1,PPK_ECOLI,1.0,688.0,1xdoA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12544
P23538,PPSA_ECOLI,0.0,792.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12547
P31828,PQQL_ECOLI,17.0,931.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12551
P76440,PRET_ECOLI,0.0,412.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12554
P0A7I4,RF3_ECOLI,0.0,529.0,3zvoY,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12557
P23862,PRIC_ECOLI,0.0,175.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12560
P0A8T1,PRMA_ECOLI,0.0,293.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12563
P07004,PROA_ECOLI,2.0,417.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12566
P0C0L7,PROP_ECOLI,240.0,500.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12569
P14175,PROV_ECOLI,0.0,400.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12572
P0AAE2,PROY_ECOLI,235.0,457.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12575
P77243,PRPD_ECOLI,0.0,483.0,1szqA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12578
P77674,ABDH_ECOLI,2.0,474.0,1wnbA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12581
P36678,GSPM_ECOLI,14.0,153.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12584
P23830,PSS_ECOLI,1.0,451.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12587
P0AGH8,PSTC_ECOLI,150.0,319.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12590
P30235,PSUK_ECOLI,0.0,313.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12593
P0A7D1,PTH_ECOLI,0.0,194.0,2pthA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12596
P32670,PTFX2_ECOLI,0.0,833.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12599
P69829,PTSN_ECOLI,0.0,163.0,1a6jB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12602
P0AB89,PUR8_ECOLI,0.0,456.0,2ptqA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12605
P0AG18,PURE_ECOLI,3.0,169.0,2nshA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12608
P09029,PURK_ECOLI,0.0,355.0,1b6sB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12611
P08179,PUR3_ECOLI,0.0,212.0,1c2tA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12614
P33221,PURT_ECOLI,0.0,392.0,1eyzA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12617
P07117,PUTP_ECOLI,276.0,502.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12620
P23883,PUUC_ECOLI,1.0,495.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12623
P76037,PUUP_ECOLI,238.0,461.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12626
P0AD61,KPYK1_ECOLI,0.0,470.0,1pkyA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12629
P0A7E1,PYRD_ECOLI,0.0,336.0,1f76A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12632
P0A7E5,PYRG_ECOLI,15.0,545.0,1s1mB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12635
P0AA53,QMCA_ECOLI,30.0,305.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12638
P40719,QSEC_ECOLI,35.0,449.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12641
P77756,QUEC_ECOLI,1.0,231.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12644
P24554,RADA_ECOLI,3.0,460.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12648
P27844,RARD_ECOLI,178.0,296.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12651
P0A8V0,RBN_ECOLI,0.0,305.0,2cbnA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12654
P0AGI1,RBSC_ECOLI,172.0,321.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12657
P76425,RCNA_ECOLI,122.0,274.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12660
P14376,RCSC_ECOLI,33.0,949.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12663
P36767,RDGC_ECOLI,0.0,303.0,2owlA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12666
P08394,EX5B_ECOLI,0.0,1180.0,1w36B,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12669
P15032,RECE_ECOLI,0.0,866.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12672
P21893,RECJ_ECOLI,3.0,577.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12675
P15043,RECQ_ECOLI,1.0,609.0,1oyyA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12678
P0AG20,RELA_ECOLI,1.0,744.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12682
P24173,RFAC_ECOLI,0.0,319.0,2h1hA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12685
P0AFW0,RFAH_ECOLI,0.0,162.0,2ougA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12688
P27243,RFAL_ECOLI,213.0,419.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12691
P27126,RFAS_ECOLI,0.0,311.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12694
P37759,RMLB1_ECOLI,0.0,361.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12697
P37746,RFBX_ECOLI,263.0,415.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12700
P27830,RMLB2_ECOLI,0.0,355.0,1bxkB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12704
P32169,RHAD_ECOLI,0.0,274.0,1gt7A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12707
P27125,RHAT_ECOLI,188.0,344.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12710
P76469,RHMA_ECOLI,0.0,267.0,2vwsA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12713
P76470,RHMT_ECOLI,233.0,429.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12716
P16917,RHSB_ECOLI,0.0,1411.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12719
P24211,RHSE_ECOLI,0.0,682.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12722
P0AG38,RHTC_ECOLI,118.0,206.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12725
P25539,RIBD_ECOLI,0.0,367.0,2g6vB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12728
P61714,RISB_ECOLI,0.0,156.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12731
P22564,RIHC_ECOLI,0.0,304.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12734
P13857,RIML_ECOLI,0.0,179.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12737
P0AEI4,RIMO_ECOLI,0.0,441.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12740
P42596,RLMG_ECOLI,0.0,378.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12743
P75864,RLML_ECOLI,0.0,702.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12746
P0AA37,RLUA_ECOLI,0.0,219.0,2i82A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12749
P33643,RLUD_ECOLI,0.0,326.0,2istA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12752
P37744,RMLA1_ECOLI,2.0,293.0,1h5rA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12755
P21338,RNI_ECOLI,7.0,268.0,2ea1A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12758
P09155,RND_ECOLI,0.0,375.0,1yt3A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12761
P77223,RNFB_ECOLI,20.0,192.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12764
P77179,RNFE_ECOLI,108.0,231.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12767
P0A7Y4,RNH_ECOLI,0.0,155.0,1goaA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12770
P30014,RNT_ECOLI,0.0,215.0,3nh1A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12773
P0AG07,RPE_ECOLI,0.0,225.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12776
P0ACS7,RPIR_ECOLI,1.0,296.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12779
P60438,RL3_ECOLI,0.0,209.0,1vs6D,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12782
P0AG55,RL6_ECOLI,0.0,177.0,1vs6G,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12785
P0A8V2,RPOB_ECOLI,2.0,1342.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12788
P0AGB6,RPOE_ECOLI,0.0,191.0,1or7A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12791
P13445,RPOS_ECOLI,0.0,330.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12794
P0A7V0,RS2_ECOLI,0.0,241.0,1vs5B,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12797
P0A7W1,RS5_ECOLI,0.0,167.0,1vs5E,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12800
P36999,RLMA_ECOLI,0.0,269.0,1p91A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12803
P0AFX7,RSEA_ECOLI,8.0,216.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12806
P39286,RSGA_ECOLI,0.0,350.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12810
P39406,RSMC_ECOLI,0.0,343.0,2pjdA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12813
P76273,RSMF_ECOLI,0.0,479.0,2frxA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12816
P67087,RSMI_ECOLI,0.0,286.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12819
P0AFR0,RSSA_ECOLI,0.0,301.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12822
P0AA43,RSUA_ECOLI,0.0,231.0,1kskA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12825
P38035,RTCR_ECOLI,0.0,532.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12828
P75817,RUMB_ECOLI,0.0,375.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12831
P75895,RUTD_ECOLI,3.0,266.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12834
P75892,RUTG_ECOLI,234.0,442.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12837
P0A812,RUVB_ECOLI,0.0,336.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12840
Q47622,SAPA_ECOLI,4.0,547.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12844
P0AAH4,SAPD_ECOLI,0.0,330.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12847
P13458,SBCC_ECOLI,1.0,1048.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12850
P0AFY6,SBMA_ECOLI,147.0,406.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12853
P16095,SDHL_ECOLI,1.0,454.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12856
P0AC41,DHSA_ECOLI,0.0,588.0,1nekA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12859
P10408,SECA_ECOLI,0.0,901.0,2fsiB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12862
P0AG93,SECF_ECOLI,127.0,323.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12865
P14081,SELB_ECOLI,0.0,614.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12869
P0AFY8,SEQA_ECOLI,0.0,181.0,3fmtA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12872
P23721,SERC_ECOLI,0.0,362.0,1bjoA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12875
P33026,SETB_ECOLI,235.0,393.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12878
P77249,SFMC_ECOLI,20.0,230.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12881
P75715,SFMH_ECOLI,0.0,327.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12884
P37679,SGBU_ECOLI,0.0,286.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12888
P39364,SGCQ_ECOLI,0.0,268.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12891
P33595,SGRR_ECOLI,0.0,551.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12894
P76502,SIXA_ECOLI,0.0,161.0,1ujbA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12898
P0AGC3,SLT_ECOLI,10.0,645.0,1qsaA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12902
P0AGC7,SMP_ECOLI,35.0,214.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12907
P00448,SODM_ECOLI,0.0,206.0,1d5nA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12910
P0AG14,SOHB_ECOLI,32.0,349.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12913
P0ACS2,SOXR_ECOLI,1.0,154.0,2zhgA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12916
P21169,DCOR_ECOLI,0.0,711.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12919
P24169,DCOS_ECOLI,0.0,732.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12922
P08395,SPPA_ECOLI,27.0,618.0,3bf0C,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12925
P77754,SPY_ECOLI,6.0,161.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12928
P21507,SRMB_ECOLI,0.0,444.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12933
Q46812,SSNA_ECOLI,0.0,442.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12937
P0AGE4,SSTT_ECOLI,199.0,414.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12940
P75851,SSUC_ECOLI,135.0,263.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12943
P33227,STFE_ECOLI,0.0,166.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12946
P27306,STHA_ECOLI,3.0,466.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12950
P0A836,SUCC_ECOLI,0.0,388.0,1jkjB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12953
P77499,SUFC_ECOLI,0.0,248.0,2zu0C,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12956
P77444,SUFS_ECOLI,1.0,406.0,1i29A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12959
P75792,SUPH_ECOLI,0.0,271.0,1rlmA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12962
P75869,SXY_ECOLI,1.0,209.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12965
P05100,3MG1_ECOLI,1.0,187.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12968
P76145,TAM_ECOLI,0.0,252.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12971
P0A9T4,TAS_ECOLI,0.0,346.0,1lqaA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12974
P27859,TATD_ECOLI,0.0,260.0,1xwyA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12977
Q47539,TAUC_ECOLI,128.0,275.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12980
P0AGF6,THD2_ECOLI,1.0,329.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E12983
