,pdb_id,release_date,resolution,structure_type
1836,6SGS,2020-05-13T00:00:00Z,3.2,experimental
1837,1T9T,2005-10-04T00:00:00Z,3.23,experimental
1838,1T9W,2005-10-04T00:00:00Z,3.23,experimental
1839,4ZLJ,2016-09-14T00:00:00Z,3.257,experimental
1840,6SGU,2020-05-13T00:00:00Z,3.27,experimental
1841,4ZIT,2016-07-27T00:00:00Z,3.296,experimental
1842,2DR6,2006-08-22T00:00:00Z,3.3,experimental
1843,3AOD,2011-11-30T00:00:00Z,3.3,experimental
1844,6ZOF,2021-05-19T00:00:00Z,3.3,experimental
1845,3AOC,2011-11-30T00:00:00Z,3.34,experimental
1846,3NOG,2011-05-18T00:00:00Z,3.34,experimental
1847,3AOA,2011-11-30T00:00:00Z,3.35,experimental
1848,3AOB,2011-11-30T00:00:00Z,3.35,experimental
1849,4ZLL,2016-09-14T00:00:00Z,3.36,experimental
1850,2HQF,2007-04-17T00:00:00Z,3.38,experimental
1851,2HQG,2007-04-17T00:00:00Z,3.38,experimental
1852,3D9B,2008-07-01T00:00:00Z,3.42,experimental
1853,6SGT,2020-05-13T00:00:00Z,3.46,experimental
1854,4ZJL,2016-07-27T00:00:00Z,3.47,experimental
1855,1OYE,2003-05-13T00:00:00Z,3.48,experimental
1856,1IWG,2002-10-23T00:00:00Z,3.5,experimental
1857,4K7Q,2013-07-03T00:00:00Z,3.5,experimental
1858,7RR8,2022-08-17T00:00:00Z,3.51,experimental
1859,7O3L,2022-04-13T00:00:00Z,3.526,experimental
1860,7O3M,2022-04-13T00:00:00Z,3.551,experimental
1861,2HQC,2007-04-17T00:00:00Z,3.56,experimental
1862,7O3N,2022-04-13T00:00:00Z,3.561,experimental
1863,4ZJO,2016-07-27T00:00:00Z,3.6,experimental
1864,1OY8,2003-05-13T00:00:00Z,3.63,experimental
1865,1T9Y,2005-10-04T00:00:00Z,3.64,experimental
1866,2HQD,2007-04-17T00:00:00Z,3.65,experimental
1867,1OY6,2003-05-13T00:00:00Z,3.68,experimental
1868,4CDI,2014-04-30T00:00:00Z,3.7,experimental
1869,1OY9,2003-05-13T00:00:00Z,3.8,experimental
1870,1OYD,2003-05-13T00:00:00Z,3.8,experimental
1871,1T9V,2005-10-04T00:00:00Z,3.8,experimental
1872,2W1B,2008-12-09T00:00:00Z,3.85,experimental
1873,5O66,2017-06-14T00:00:00Z,5.9,experimental
1874,5NG5,2017-04-19T00:00:00Z,6.5,experimental
1875,5V5S,2017-04-19T00:00:00Z,6.5,experimental
1876,7B5P,2021-12-08T00:00:00Z,3.2,experimental
1877,4C48,2014-04-30T00:00:00Z,3.3,experimental
1878,5YIL,2017-11-15T00:00:00Z,3.0,experimental
1879,4ZIW,2016-07-27T00:00:00Z,3.399,experimental
1880,4ZLN,2016-09-14T00:00:00Z,3.557,experimental
1881,4ZJQ,2016-07-27T00:00:00Z,3.592,experimental
1882,3W9H,2013-07-03T00:00:00Z,3.05,experimental
1883,5ENQ,2016-04-06T00:00:00Z,1.8,experimental
1884,5ENP,2016-04-06T00:00:00Z,1.9,experimental
1885,7B8R,2021-10-20T00:00:00Z,2.1,experimental
1886,5ENO,2016-04-06T00:00:00Z,2.2,experimental
1887,5EN5,2016-04-06T00:00:00Z,2.3,experimental
1888,5ENR,2016-04-06T00:00:00Z,2.3,experimental
1889,7B8S,2021-10-20T00:00:00Z,2.3,experimental
1890,5ENT,2016-04-06T00:00:00Z,2.5,experimental
1891,7B8T,2021-10-20T00:00:00Z,2.7,experimental
1892,5ENS,2016-04-06T00:00:00Z,2.8,experimental
1893,2F1M,2006-03-21T00:00:00Z,2.71,experimental
1894,3BCG,2008-02-26T00:00:00Z,2.48,experimental
1895,2QOP,2008-02-26T00:00:00Z,2.55,experimental
1896,7UX1,2022-11-23T00:00:00Z,3.48,experimental
1897,7UW5,2022-11-23T00:00:00Z,3.84,experimental
1898,2RT6,2013-08-07T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
1899,2DY0,2007-03-04T00:00:00Z,1.25,experimental
1900,7XI2,2023-04-12T00:00:00Z,1.65,experimental
1901,1JR3,2001-09-26T00:00:00Z,2.7,experimental
1902,3GLG,2009-05-26T00:00:00Z,3.25,experimental
1903,3GLF,2009-05-26T00:00:00Z,3.388,experimental
1904,1XXH,2004-12-07T00:00:00Z,3.45,experimental
1905,3GLI,2009-05-26T00:00:00Z,3.5,experimental
1906,3GLH,2009-05-26T00:00:00Z,3.891,experimental
1907,1XXI,2004-12-07T00:00:00Z,4.1,experimental
1908,1NJG,2003-04-01T00:00:00Z,2.2,experimental
1909,1NJF,2003-04-08T00:00:00Z,2.3,experimental
1910,2AYA,2006-11-14T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
1911,1PUG,2003-07-08T00:00:00Z,2.2,experimental
1912,2IOQ,2006-11-21T00:00:00Z,3.5,experimental
1913,2IOP,2006-11-21T00:00:00Z,3.55,experimental
1914,1Y4S,2005-04-19T00:00:00Z,2.9,experimental
1915,1Y4U,2005-04-19T00:00:00Z,2.9,experimental
1916,2GQ0,2006-10-31T00:00:00Z,1.9,experimental
1917,2IOR,2006-11-21T00:00:00Z,1.65,experimental
1918,1SF8,2004-06-15T00:00:00Z,2.6,experimental
1919,7APU,2022-03-02T00:00:00Z,1.36,experimental
1920,6F7U,2018-03-14T00:00:00Z,1.4,experimental
1921,6S36,2019-08-07T00:00:00Z,1.6,experimental
1922,6RZE,2019-08-07T00:00:00Z,1.69,experimental
1923,4X8L,2015-07-22T00:00:00Z,1.7,experimental
1924,1E4V,2000-08-04T00:00:00Z,1.85,experimental
1925,1E4Y,2000-08-04T00:00:00Z,1.85,experimental
1926,5EJE,2016-11-09T00:00:00Z,1.9,experimental
1927,1AKE,1994-01-31T00:00:00Z,2.0,experimental
1928,1ANK,1994-05-31T00:00:00Z,2.0,experimental
1929,3HPQ,2009-11-03T00:00:00Z,2.0,experimental
1930,3HPR,2009-11-03T00:00:00Z,2.0,experimental
1931,4X8O,2015-07-15T00:00:00Z,2.1,experimental
1932,4AKE,1996-06-10T00:00:00Z,2.2,experimental
1933,4X8H,2015-07-22T00:00:00Z,2.5,experimental
1934,6HAM,2019-08-28T00:00:00Z,2.55,experimental
1935,4X8M,2015-07-15T00:00:00Z,2.6,experimental
1936,6HAP,2019-08-28T00:00:00Z,2.7,experimental
1937,2ECK,1997-03-12T00:00:00Z,2.8,experimental
1938,4KRX,2013-08-21T00:00:00Z,1.8,experimental
1939,4KRY,2013-08-21T00:00:00Z,2.3,experimental
1940,6VWO,2020-10-07T00:00:00Z,1.78,experimental
1941,6VWP,2020-10-07T00:00:00Z,3.45,experimental
1942,3FWZ,2009-02-10T00:00:00Z,1.79,experimental
1943,1USH,1999-06-15T00:00:00Z,1.73,experimental
1944,1HPU,2002-03-20T00:00:00Z,1.85,experimental
1945,1HO5,2002-03-20T00:00:00Z,2.1,experimental
1946,1OI8,2004-06-10T00:00:00Z,2.1,experimental
1947,1OID,2004-06-10T00:00:00Z,2.1,experimental
1948,2USH,1999-06-15T00:00:00Z,2.22,experimental
1949,4WWL,2014-11-26T00:00:00Z,2.23,experimental
1950,1OIE,2004-08-05T00:00:00Z,2.33,experimental
1951,1HP1,2002-03-20T00:00:00Z,1.7,experimental
1952,2DXA,2007-02-25T00:00:00Z,1.58,experimental
1953,2EBY,2007-08-14T00:00:00Z,2.25,experimental
1954,1U60,2004-09-07T00:00:00Z,1.61,experimental
1955,1Q06,2003-09-16T00:00:00Z,2.07,experimental
1956,1Q05,2003-09-16T00:00:00Z,2.2,experimental
1957,1Q07,2003-09-16T00:00:00Z,2.5,experimental
1958,4WLW,2015-09-02T00:00:00Z,2.8,experimental
1959,6LDI,2020-09-30T00:00:00Z,3.69,experimental
1960,6XH7,2021-04-14T00:00:00Z,3.9,experimental
1961,6XH8,2021-04-14T00:00:00Z,4.1,experimental
1962,7C17,2020-09-30T00:00:00Z,4.22,experimental
1963,4WLS,2015-09-02T00:00:00Z,2.105,experimental
1964,3QOU,2011-02-23T00:00:00Z,1.8,experimental
1965,1IVN,2003-07-08T00:00:00Z,1.9,experimental
1966,1JRL,2003-07-08T00:00:00Z,1.95,experimental
1967,1J00,2003-07-08T00:00:00Z,2.0,experimental
1968,1V2G,2004-12-14T00:00:00Z,2.0,experimental
1969,1U8U,2005-04-05T00:00:00Z,2.08,experimental
1970,5TIF,2017-04-26T00:00:00Z,0.97,experimental
1971,5TIE,2017-04-26T00:00:00Z,1.15,experimental
1972,5TID,2017-04-26T00:00:00Z,1.2,experimental
1973,5TIC,2017-04-26T00:00:00Z,1.65,experimental
1974,6LFC,2020-07-15T00:00:00Z,2.7,experimental
1975,6LFB,2020-07-15T00:00:00Z,1.99,experimental
1976,1XSQ,2004-11-02T00:00:00Z,1.6,experimental
1977,1TF1,2004-08-03T00:00:00Z,1.8,experimental
1978,2PAN,2008-01-01T00:00:00Z,2.7,experimental
1979,3E74,2009-02-24T00:00:00Z,2.1,experimental
1980,1RC6,2003-11-18T00:00:00Z,2.6,experimental
1981,4PXD,2014-07-23T00:00:00Z,2.2,experimental
1982,1Z2L,2005-03-22T00:00:00Z,2.25,experimental
1983,2IMO,2006-10-17T00:00:00Z,2.8,experimental
1984,1XRH,2004-10-26T00:00:00Z,2.25,experimental
1985,4H8A,2013-01-16T00:00:00Z,1.64,experimental
1986,3DMY,2008-08-05T00:00:00Z,2.07,experimental
1987,3ETH,2008-10-21T00:00:00Z,1.6,experimental
1988,3ETJ,2008-10-21T00:00:00Z,1.6,experimental
1989,1B6R,1999-11-30T00:00:00Z,2.1,experimental
1990,1B6S,1999-11-30T00:00:00Z,2.5,experimental
1991,1QCZ,1999-11-10T00:00:00Z,1.5,experimental
1992,2ATE,2006-08-29T00:00:00Z,1.8,experimental
1993,2NSH,2007-04-24T00:00:00Z,1.8,experimental
1994,2NSL,2007-04-24T00:00:00Z,2.0,experimental
1995,2NSJ,2007-04-24T00:00:00Z,2.31,experimental
1996,1D7A,1999-12-03T00:00:00Z,2.5,experimental
1997,5WLY,2018-04-11T00:00:00Z,2.0,experimental
1998,7RFD,2021-09-29T00:00:00Z,1.35,experimental
1999,1LOP,1996-12-23T00:00:00Z,1.8,experimental
2000,7Q6P,2022-11-16T00:00:00Z,1.82,experimental
2001,7N3J,2021-09-29T00:00:00Z,2.0,experimental
2002,2NUL,1997-11-19T00:00:00Z,2.1,experimental
2003,2RS4,2011-10-12T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
2004,1LI5,2002-04-26T00:00:00Z,2.3,experimental
2005,1U0B,2004-11-23T00:00:00Z,2.3,experimental
2006,1LI7,2002-04-26T00:00:00Z,2.6,experimental
2007,1P9K,2003-11-25T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
2008,1B0A,1999-06-29T00:00:00Z,2.56,experimental
2009,5O28,2018-02-28T00:00:00Z,1.89,experimental
2010,5O2A,2018-02-28T00:00:00Z,1.9,experimental
2011,5O22,2018-02-28T00:00:00Z,2.1,experimental
2012,7MH6,2022-03-02T00:00:00Z,2.85,experimental
2013,7MGX,2022-03-02T00:00:00Z,3.13,experimental
2014,7SSU,2022-03-02T00:00:00Z,3.22,experimental
2015,7SV9,2022-03-02T00:00:00Z,3.36,experimental
2016,3B5D,2007-12-04T00:00:00Z,3.8,experimental
2017,7SVX,2022-03-02T00:00:00Z,3.9,experimental
2018,7T00,2022-03-02T00:00:00Z,3.91,experimental
2019,3B62,2007-12-04T00:00:00Z,4.4,experimental
2020,3B61,2007-12-04T00:00:00Z,4.5,experimental
2021,2I68,2006-10-03T00:00:00Z,7.5,experimental
2022,7JK8,2020-12-09T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
2023,7SFQ,2022-03-02T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
2024,1FUX,2001-07-18T00:00:00Z,1.81,experimental
2025,3G27,2009-03-24T00:00:00Z,2.1,experimental
2026,2H8E,2007-04-24T00:00:00Z,1.2,experimental
2027,1Q8R,2004-01-06T00:00:00Z,1.899,experimental
2028,2H8C,2007-04-24T00:00:00Z,3.1,experimental
2029,4ZPU,2015-06-03T00:00:00Z,2.4,experimental
2030,1I78,2001-10-03T00:00:00Z,2.6,experimental
2031,5KU5,2016-09-14T00:00:00Z,2.15,experimental
2032,4K7R,2013-10-16T00:00:00Z,2.094,experimental
2033,3PIK,2011-02-02T00:00:00Z,2.3,experimental
2034,4K7K,2013-10-16T00:00:00Z,2.53,experimental
2035,4K34,2013-10-16T00:00:00Z,2.69,experimental
2036,2VB2,2007-12-18T00:00:00Z,1.7,experimental
2037,2VB3,2007-12-18T00:00:00Z,2.33,experimental
2038,1ZEQ,2005-08-02T00:00:00Z,1.5,experimental
2039,2QCP,2007-10-02T00:00:00Z,1.0,experimental
2040,3E6Z,2009-07-07T00:00:00Z,1.0,experimental
2041,3NE5,2011-03-02T00:00:00Z,2.898,experimental
2042,4DNT,2012-06-20T00:00:00Z,3.1,experimental
2043,3OOC,2010-12-29T00:00:00Z,3.404,experimental
2044,4DNR,2013-02-13T00:00:00Z,3.68,experimental
2045,3OW7,2010-11-17T00:00:00Z,3.78,experimental
2046,3H94,2009-08-18T00:00:00Z,3.84,experimental
2047,3OPO,2011-04-27T00:00:00Z,3.848,experimental
2048,4DOP,2012-06-20T00:00:00Z,4.2,experimental
2049,3T53,2012-06-20T00:00:00Z,3.37,experimental
2050,3T56,2012-06-20T00:00:00Z,3.42,experimental
2051,3T51,2012-06-20T00:00:00Z,3.9,experimental
2052,7KF7,2021-04-14T00:00:00Z,2.8,experimental
2053,7KF8,2021-04-14T00:00:00Z,3.0,experimental
2054,7KF5,2021-04-14T00:00:00Z,3.2,experimental
2055,7KF6,2021-04-14T00:00:00Z,3.4,experimental
2056,3K07,2010-09-22T00:00:00Z,3.521,experimental
2057,3KSS,2010-09-22T00:00:00Z,3.88,experimental
2058,3K0I,2010-10-13T00:00:00Z,4.116,experimental
2059,3KSO,2010-09-22T00:00:00Z,4.367,experimental
2060,8C5P,2023-04-19T00:00:00Z,1.69,experimental
2061,1ICR,2001-04-18T00:00:00Z,1.7,experimental
2062,1YKI,2005-02-08T00:00:00Z,1.7,experimental
2063,1YLR,2005-02-08T00:00:00Z,1.7,experimental
2064,1ICU,2001-04-18T00:00:00Z,1.8,experimental
2065,8CJ0,2023-04-19T00:00:00Z,1.99,experimental
2066,1IDT,2003-09-16T00:00:00Z,2.0,experimental
2067,1OO6,2003-04-08T00:00:00Z,2.0,experimental
2068,1OOQ,2003-04-02T00:00:00Z,2.0,experimental
2069,1YLU,2005-02-08T00:00:00Z,2.0,experimental
2070,3X22,2015-11-18T00:00:00Z,2.001,experimental
2071,1DS7,2000-07-12T00:00:00Z,2.06,experimental
2072,8CCV,2023-04-19T00:00:00Z,2.2,experimental
2073,1ICV,2001-04-18T00:00:00Z,2.4,experimental
2074,1OON,2003-04-08T00:00:00Z,2.49,experimental
2075,1OO5,2003-04-08T00:00:00Z,2.5,experimental
2076,3X21,2015-05-20T00:00:00Z,3.002,experimental
2077,8C5F,2023-04-19T00:00:00Z,1.6,experimental
2078,8C5E,2023-04-19T00:00:00Z,1.65,experimental
2079,8OG3,2023-04-19T00:00:00Z,2.09,experimental
2080,1R8G,2004-08-17T00:00:00Z,2.15,experimental
2081,1FEP,1999-01-13T00:00:00Z,2.4,experimental
2082,5T3D,2016-09-21T00:00:00Z,2.8,experimental
2083,5JA1,2016-09-14T00:00:00Z,3.0,experimental
2084,5JA2,2016-09-14T00:00:00Z,3.0,experimental
2085,2ROQ,2008-08-12T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
2086,3TEJ,2012-01-18T00:00:00Z,1.9,experimental
2087,3TLK,2013-01-16T00:00:00Z,1.853,experimental
2088,2M6K,2014-04-30T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
2089,2M6L,2014-04-30T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
2090,3HWO,2010-02-16T00:00:00Z,2.3,experimental
2091,5JZD,2016-07-20T00:00:00Z,2.303,experimental
2092,4IZ6,2013-07-31T00:00:00Z,2.4,experimental
2093,6IYK,2019-04-17T00:00:00Z,2.45,experimental
2094,6IYL,2019-04-17T00:00:00Z,2.56,experimental
2095,3RG2,2012-03-07T00:00:00Z,3.1,experimental
2096,2FQ1,2006-05-02T00:00:00Z,2.3,experimental
2097,2FWM,2006-06-27T00:00:00Z,2.0,experimental
2098,4K4C,2014-07-30T00:00:00Z,1.85,experimental
2099,4K4D,2014-07-30T00:00:00Z,2.17,experimental
2100,1VH9,2003-12-30T00:00:00Z,2.15,experimental
2101,1U08,2004-07-27T00:00:00Z,2.35,experimental
2102,1V58,2004-06-29T00:00:00Z,1.7,experimental
2103,5G1L,2016-05-25T00:00:00Z,1.7,experimental
2104,2H0H,2007-04-24T00:00:00Z,1.8,experimental
2105,5G1K,2016-05-25T00:00:00Z,1.96,experimental
2106,1V57,2004-06-29T00:00:00Z,2.0,experimental
2107,2H0G,2007-04-24T00:00:00Z,2.3,experimental
2108,2H0I,2007-04-24T00:00:00Z,2.4,experimental
2109,2IY2,2007-07-17T00:00:00Z,1.9,experimental
2110,5B8A,2017-02-01T00:00:00Z,2.7,experimental
2111,5B8B,2017-02-01T00:00:00Z,3.1,experimental
2112,4O5Q,2014-11-05T00:00:00Z,2.0,experimental
2113,4XVG,2016-02-24T00:00:00Z,2.2,experimental
2114,4YKG,2015-07-15T00:00:00Z,2.4,experimental
2115,4YKF,2015-07-15T00:00:00Z,2.5,experimental
2116,4O5U,2014-11-05T00:00:00Z,2.65,experimental
2117,1FL2,2001-03-21T00:00:00Z,1.9,experimental
2118,3BMB,2008-10-28T00:00:00Z,1.91,experimental
2119,2PQX,2007-09-18T00:00:00Z,1.42,experimental
2120,2Z70,2008-06-24T00:00:00Z,1.7,experimental
2121,2EA1,2008-01-22T00:00:00Z,1.8,experimental
2122,2PQY,2007-08-14T00:00:00Z,2.3,experimental
2123,7DCN,2021-11-03T00:00:00Z,1.695,experimental
2124,7DCM,2021-11-03T00:00:00Z,2.495,experimental
2125,3GP6,2010-06-23T00:00:00Z,1.4,experimental
2126,1THQ,2004-08-10T00:00:00Z,1.9,experimental
2127,1MM4,2002-09-13T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
2128,1MM5,2002-09-13T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
2129,1RWU,2004-12-21T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
2130,6NTZ,2019-03-20T00:00:00Z,2.2,experimental
2131,3MZF,2011-03-16T00:00:00Z,1.5,experimental
2132,1Z6F,2005-06-21T00:00:00Z,1.6,experimental
2133,3BEC,2008-08-26T00:00:00Z,1.6,experimental
2134,1NZO,2004-01-13T00:00:00Z,1.85,experimental
2135,1NJ4,2003-01-07T00:00:00Z,1.9,experimental
2136,3MZD,2011-03-16T00:00:00Z,1.9,experimental
2137,1NZU,2004-03-02T00:00:00Z,2.0,experimental
2138,3BEB,2008-08-26T00:00:00Z,2.0,experimental
2139,3MZE,2011-03-16T00:00:00Z,2.1,experimental
2140,1HD8,2001-11-08T00:00:00Z,2.3,experimental
2141,1SDN,2005-02-22T00:00:00Z,2.5,experimental
2142,5J8X,2016-08-17T00:00:00Z,2.53,experimental
2143,6G9S,2019-05-22T00:00:00Z,2.001,experimental
2144,6G9P,2019-05-22T00:00:00Z,2.101,experimental
2145,6G9F,2019-05-22T00:00:00Z,2.35,experimental
2146,1NS5,2003-02-04T00:00:00Z,1.68,experimental
2147,5TWK,2017-05-03T00:00:00Z,2.1,experimental
2148,5TWJ,2017-05-03T00:00:00Z,2.299,experimental
2149,7CF7,2021-06-30T00:00:00Z,1.6178,experimental
2150,5ZYO,2019-05-29T00:00:00Z,1.75,experimental
2151,7CFY,2021-06-30T00:00:00Z,2.4051,experimental
2152,7CEM,2021-06-23T00:00:00Z,2.4251,experimental
2153,7BL4,2021-05-12T00:00:00Z,2.4,experimental
2154,7BL5,2021-05-12T00:00:00Z,3.3,experimental
2155,7BL3,2021-05-12T00:00:00Z,3.5,experimental
2156,7BL2,2021-05-12T00:00:00Z,3.7,experimental
2157,6E4B,2018-09-12T00:00:00Z,2.55,experimental
2158,1K4M,2002-10-08T00:00:00Z,1.9,experimental
2159,1K4K,2002-10-08T00:00:00Z,2.0,experimental
2160,6KH2,2020-07-15T00:00:00Z,3.04,experimental
2161,6KG3,2020-07-15T00:00:00Z,3.08,experimental
2162,1JQJ,2001-11-07T00:00:00Z,2.9,experimental
2163,1JQL,2001-09-26T00:00:00Z,2.5,experimental
2164,4RH8,2015-11-11T00:00:00Z,2.2,experimental
2165,4NHR,2014-07-16T00:00:00Z,2.34,experimental
2166,4ARC,2012-06-13T00:00:00Z,2.0,experimental
2167,4AS1,2012-06-13T00:00:00Z,2.02,experimental
2168,4ARI,2012-06-13T00:00:00Z,2.08,experimental
2169,3ZJT,2013-04-17T00:00:00Z,2.2,experimental
2170,3ZJV,2013-04-17T00:00:00Z,2.31,experimental
2171,3ZGZ,2013-01-30T00:00:00Z,2.4,experimental
2172,3ZJU,2013-04-17T00:00:00Z,2.4,experimental
2173,4AQ7,2012-06-13T00:00:00Z,2.5,experimental
2174,4CQN,2014-07-02T00:00:00Z,2.5,experimental
2175,5OMW,2017-11-15T00:00:00Z,2.6,experimental
2176,5ON2,2017-11-15T00:00:00Z,3.1,experimental
2177,5ON3,2017-11-15T00:00:00Z,3.1,experimental
2178,5ONH,2017-11-15T00:00:00Z,3.1,experimental
2179,2AJG,2006-01-24T00:00:00Z,2.0,experimental
2180,2AJH,2006-01-24T00:00:00Z,2.4,experimental
2181,2AJI,2006-01-24T00:00:00Z,3.2,experimental
2182,1YOE,2006-01-17T00:00:00Z,1.78,experimental
2183,3G5I,2010-02-09T00:00:00Z,2.1,experimental
2184,7ACI,2020-12-16T00:00:00Z,2.3,experimental
2185,5N6H,2017-07-12T00:00:00Z,2.9,experimental
2186,5N6L,2017-07-12T00:00:00Z,2.9,experimental
2187,6Q3A,2019-12-18T00:00:00Z,3.1,experimental
2188,6NWR,2020-01-29T00:00:00Z,3.5,experimental
2189,5VRH,2017-07-12T00:00:00Z,2.137,experimental
2190,5VRG,2017-07-12T00:00:00Z,2.518,experimental
2191,5XHQ,2017-07-26T00:00:00Z,2.587,experimental
2192,4HG0,2013-02-06T00:00:00Z,3.102,experimental
2193,5YZ2,2018-05-30T00:00:00Z,1.75,experimental
2194,1XM5,2004-10-12T00:00:00Z,2.7,experimental
2195,1CT9,1999-12-15T00:00:00Z,2.0,experimental
2196,2C4N,2006-01-26T00:00:00Z,1.8,experimental
2197,1YRR,2006-03-21T00:00:00Z,2.0,experimental
2198,2P53,2007-07-24T00:00:00Z,2.1,experimental
2199,2P50,2007-07-24T00:00:00Z,2.2,experimental
2200,1YMY,2005-02-01T00:00:00Z,2.6,experimental
2201,1FS5,2002-01-04T00:00:00Z,1.73,experimental
2202,1FSF,2002-01-04T00:00:00Z,1.9,experimental
2203,1JT9,2002-02-20T00:00:00Z,2.06,experimental
2204,1DEA,1996-01-29T00:00:00Z,2.1,experimental
2205,1FQO,2002-01-04T00:00:00Z,2.2,experimental
2206,1FRZ,2002-01-04T00:00:00Z,2.2,experimental
2207,1FS6,2002-01-04T00:00:00Z,2.2,experimental
2208,2WU1,2009-10-06T00:00:00Z,2.2,experimental
2209,1CD5,2000-03-06T00:00:00Z,2.3,experimental
2210,1HOR,1996-01-29T00:00:00Z,2.4,experimental
2211,1HOT,1996-04-03T00:00:00Z,2.4,experimental
2212,1QTQ,1998-05-27T00:00:00Z,2.25,experimental
2213,4JXX,2013-05-01T00:00:00Z,2.3,experimental
2214,4JXZ,2013-05-01T00:00:00Z,2.4,experimental
2215,1GTR,1995-02-07T00:00:00Z,2.5,experimental
2216,1ZJW,2005-06-07T00:00:00Z,2.5,experimental
2217,4JYZ,2013-05-29T00:00:00Z,2.5,experimental
2218,1QRS,1996-12-07T00:00:00Z,2.6,experimental
2219,1O0B,2003-04-15T00:00:00Z,2.7,experimental
2220,1O0C,2003-04-15T00:00:00Z,2.7,experimental
2221,1QRT,1996-12-07T00:00:00Z,2.7,experimental
2222,1GSG,1992-02-24T00:00:00Z,2.8,experimental
2223,1GTS,1995-02-07T00:00:00Z,2.8,experimental
2224,1QRU,1996-12-07T00:00:00Z,3.0,experimental
2225,1EUY,2000-06-04T00:00:00Z,2.6,experimental
2226,2RD2,2008-01-15T00:00:00Z,2.6,experimental
2227,2RE8,2008-01-15T00:00:00Z,2.6,experimental
2228,1EXD,2000-05-15T00:00:00Z,2.7,experimental
2229,1EUQ,2000-06-04T00:00:00Z,3.1,experimental
2230,1NYL,2003-02-25T00:00:00Z,2.6,experimental
2231,7VU0,2022-11-09T00:00:00Z,1.85,experimental
2232,7VU1,2022-11-09T00:00:00Z,1.9,experimental
2233,7VTZ,2022-11-09T00:00:00Z,2.1,experimental
2234,2FU4,2006-05-16T00:00:00Z,1.8,experimental
2235,2MOK,2015-05-20T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
2236,1AG9,1997-12-24T00:00:00Z,1.8,experimental
2237,1AHN,1997-12-10T00:00:00Z,2.6,experimental
2238,3BF7,2008-01-15T00:00:00Z,1.1,experimental
2239,3BF8,2008-01-15T00:00:00Z,1.68,experimental
2240,3FMT,2009-04-28T00:00:00Z,2.983,experimental
2241,1LRR,2002-12-11T00:00:00Z,2.65,experimental
2242,1J3E,2004-05-18T00:00:00Z,2.5,experimental
2243,1IU3,2003-06-17T00:00:00Z,3.0,experimental
2244,1XRX,2005-05-10T00:00:00Z,2.15,experimental
2245,6LGQ,2020-12-09T00:00:00Z,3.0,experimental
2246,4KFC,2014-02-19T00:00:00Z,2.53,experimental
2247,4KNY,2014-02-19T00:00:00Z,2.945,experimental
2248,1ZH2,2005-12-13T00:00:00Z,2.0,experimental
2249,1ZH4,2005-12-13T00:00:00Z,2.2,experimental
2250,4L85,2014-02-19T00:00:00Z,2.202,experimental
2251,3ZQ7,2012-03-21T00:00:00Z,2.52,experimental
2252,4Y2F,2016-05-25T00:00:00Z,1.396,experimental
2253,4QPR,2015-09-02T00:00:00Z,1.55,experimental
2254,2KSF,2010-03-02T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
2255,7BGY,2021-01-27T00:00:00Z,2.9,experimental
2256,7BH2,2021-01-27T00:00:00Z,3.0,experimental
2257,7NNL,2021-07-28T00:00:00Z,3.1,experimental
2258,7ZRK,2022-11-16T00:00:00Z,3.1,experimental
2259,7NNP,2021-07-28T00:00:00Z,3.2,experimental
2260,7LC3,2021-01-27T00:00:00Z,3.23,experimental
2261,7ZRD,2022-11-16T00:00:00Z,3.3,experimental
2262,7BH1,2021-01-27T00:00:00Z,3.38,experimental
2263,7ZRE,2022-11-16T00:00:00Z,3.4,experimental
2264,7ZRH,2022-11-16T00:00:00Z,3.4,experimental
2265,7ZRG,2022-11-16T00:00:00Z,3.5,experimental
2266,7ZRI,2022-11-16T00:00:00Z,3.5,experimental
2267,6HRA,2018-12-05T00:00:00Z,3.7,experimental
2268,7LC6,2021-01-27T00:00:00Z,3.7,experimental
2269,7ZRJ,2022-11-16T00:00:00Z,3.7,experimental
2270,7ZRM,2022-11-16T00:00:00Z,3.7,experimental
2271,6HRB,2018-12-05T00:00:00Z,4.0,experimental
2272,7ZRL,2022-11-16T00:00:00Z,4.0,experimental
2273,5MRW,2017-06-21T00:00:00Z,2.9,experimental
2274,1SVJ,2004-09-21T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
2275,1U7Q,2004-09-21T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
2276,2A00,2005-12-20T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
